composer,composer_dob,opera
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),The Spirit of the Bell (8.6.1835 London L)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),Paul Clifford (28.10.1835 London CG)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"The Bronze Horse, or The Spell of the Cloud King (14.12.1835 London CG) [rev. Le cheval de bronze (Auber)]"
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"Quasimodo, or The Gipsy Girl of Notre Dame (2.2.1836 London CG) [rev. Preziosa (Weber)]"
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"The Sexton of Cologne, or The Burgomaster's Daughter (13.6.1836 London CG)"
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),Jack Sheppard (28.10.1839 London A)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"The Seven Maids of Munich, or The Ghost's Tower (19.12.1846 London PT)"
"Rogatis, Pascual de","(17.5.1880 Teora, Italia - 2.4.1980 Buenos Aires)",Huemac (1916 Buenos Aires)
"Rogatis, Pascual de","(17.5.1880 Teora, Italia - 2.4.1980 Buenos Aires)",La novia del hereje (c.1924; 13.6.1935 Buenos Aires) [La Inquisición en Lima]
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",Loa a la libertad (1854 Madrid)
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)","El criado de mi suegra, De verano (1861 Madrid) [+ M. Fernández Caballero]"
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",La farsanta (1861 Madrid) [+ Fernández Caballero]
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",Por sorpresa (1862 Madrid) [+ Mariano Vásquez]
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)","Roquelaure (1862 Madrid) [+ Oudrid, Caballero]"
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",El joven Telémaco (1865 Madrid)
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",Revista de un muerta (1865 Madrid) [+ F.A. Barbieri]
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",La vuelta del mundo (1875 Madrid) [+ F.A. Barbieri]
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",Las Amazones del Tormes ()
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",El rey Midas ()
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",Los infiernos de Madrid ()
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",Genoveva de Brabante ()
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",Pablo y Virginia ()
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",Las dos rosas () [+ Allú]
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)","Un cuadro, un melonar y dos bodas () [+ Inzenga, Cepeda]"
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",El lago de las sepientes () [+ Moderati]
"Rogel, José","(24.12.1829 Orihuela, Alicante - 25.2.1901 Cartagena)",+65
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Mademoiselle Louloute (1882)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Medemoiselle Irma (18.8.1883 Trouville)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Joséphine vendue par ses soeurs (20.3.1886 Paris BP)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Balazi-Boumboum (23.3.1888 Paris El)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Le Voyage en Écosse (17.5.1888 Lille)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Oscarine (15.10.1888 Paris BP)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Cendrillonnette (24.1.1890 Paris BP) [+ G. Serpette]
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),La Fétiche (13.3.1890 Paris MP)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Mademoiselle Asmodée (23.11.1890 Paris R) [+ P. Lacome]
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Samsonnet (26.11.1890 Paris N)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Les Douze femmes de Japhet (16.12.1890 Paris R)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Le Coq (30.10.1891 Paris MP)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Les Ving-huit jours de Clairette (3.5.1892 Paris FD)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Catinerette (17.7.1893 Lunéville)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Clary et Clara (20.3.1894 Paris FD)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Miss Nicol-Nick (23.1.1895 Paris FD)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),La Dot de Brigitte (6.5.1895 Paris BP) [+ Serpette]
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Le Voyage de Corbillon (30.1.1896 Cluny)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Sa Majesté l'Amour (24.12.1896 Paris El)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),L'Auberge du Tohu-Bohu (10.2.1897 Paris FD)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Les Fétards (28.10.1897 Paris PR)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),L'Agence Crook et Cie (22.1.1898 Paris FD)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),La Petite tâche (26.3.1898 Paris BP)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Les Quatre filles Aymon (20.9.1898 Paris FD) [+ Lacome]
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),La Poule blanche (13.1.1899 Cluny)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Le Jockey malgré lui (4.12.1902 Paris BP)
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),La Fille de Fra Diavolo ()
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),La Princesse de Babylone ()
"Roger, Victor",(22.7.1853 Montpellier - 2.12.1903 Paris),Adélaide ()
"Roger-Ducasse, Jean(-Jules Aimable)","(18.4.1873 Bordeaux - 19.7.1954 Le-Taillan-Médoc, Gironde)",Orphée (31.1.1914 St Peterburg)
"Roger-Ducasse, Jean(-Jules Aimable)","(18.4.1873 Bordeaux - 19.7.1954 Le-Taillan-Médoc, Gironde)",Cantegril (9.2.1931 Paris OC)
"Rogers, Bernard","(4.2.1893 New York - 24.5.1968 Rochester, N.Y.)","Deirdre (1922 Rochester, N.Y.)"
"Rogers, Bernard","(4.2.1893 New York - 24.5.1968 Rochester, N.Y.)",The Marriage of Aude (22.5.1931 Rochester)
"Rogers, Bernard","(4.2.1893 New York - 24.5.1968 Rochester, N.Y.)",The Warrior (11.1.194y New York)
"Rogers, Bernard","(4.2.1893 New York - 24.5.1968 Rochester, N.Y.)","The Veil (18.5.1950 Bloomington, Ind.)"
"Rogers, Bernard","(4.2.1893 New York - 24.5.1968 Rochester, N.Y.)",The Nightingale (1954 Rochester)
"Rogister, Jean (François Toussaint)",(25.10.1879 Liège - 20.3.1964 Liège),Lorsque minuit sonna (1930)
"Rogowski, Ludomir (Michal)",(3.10.1881 Lublin - 14.3.1954 Dubrovnik),Tamara (1918)
"Rogowski, Ludomir (Michal)",(3.10.1881 Lublin - 14.3.1954 Dubrovnik),Wielkie zmartweienie malej Ondyny (1919) [Un grand chagrin de la petite Ondine]
"Rogowski, Ludomir (Michal)",(3.10.1881 Lublin - 14.3.1954 Dubrovnik),Serenada (1921) [La sérénade inutile]
"Rogowski, Ludomir (Michal)",(3.10.1881 Lublin - 14.3.1954 Dubrovnik),Na postoju (1923 Warszawa)
"Rogowski, Ludomir (Michal)",(3.10.1881 Lublin - 14.3.1954 Dubrovnik),Syrena (1924)
"Rogowski, Ludomir (Michal)",(3.10.1881 Lublin - 14.3.1954 Dubrovnik),Królewicz Marko (1930)
"Rohloff, Ernst","(17.4.1899 Grudziuadz, Westpreussen - 2.1.1983 Weissenfels)",Sternsinger-Kumpanei (1939 Leipzig)
"Röhr, Hugo",(13.2.1866 Dresden - 7.6.1937 München),Das Vaterunser (1904 München)
"Röhr, Hugo",(13.2.1866 Dresden - 7.6.1937 München),Frauenlist (1917 Leipzig)
"Röhr, Hugo",(13.2.1866 Dresden - 7.6.1937 München),Coeur-Dame (1927)
"Roig, Gonzalo",(20.7.1890 Habana - 13.6.1970 Habana),Cecilia Valdés ()
"Roig, Gonzalo",(20.7.1890 Habana - 13.6.1970 Habana),+?
"Roland-Manuel [Lévy, Roland Alexis Manuel]",(22.3.1891 Paris - 1.11.1966 Paris),Isabelle et Pantalon (11.12.1922 Paris)
"Roland-Manuel [Lévy, Roland Alexis Manuel]",(22.3.1891 Paris - 1.11.1966 Paris),Le Diable amoureux (1929)
"Roland-Manuel [Lévy, Roland Alexis Manuel]",(22.3.1891 Paris - 1.11.1966 Paris),Échec à Don Juan (1941)
"Roland-Manuel [Lévy, Roland Alexis Manuel]",(22.3.1891 Paris - 1.11.1966 Paris),La Célestine (1942)
"Roland-Manuel [Lévy, Roland Alexis Manuel]",(22.3.1891 Paris - 1.11.1966 Paris),Jeanne d'Arc (1955)
"Rolle, Johann Heinrich",(23.12.1716 Quedlinburg - 29.12.1785 Magdeburg),"Der Sturm, oder Die bezauberte Insel (1782 Berlin)"
"Rolle, Johann Heinrich",(23.12.1716 Quedlinburg - 29.12.1785 Magdeburg),"Melida, ein Singspiel (1784)"
"Rollin, Jean","(3.8.1906 Paris - 30.8.1977 Bayeux, Calvados)",Gringoué> (1965)
"Röllig, Karl [Carl] Leopold",(c.1735 Hamburg - 4.3.1804 Wien),"Clarisse, oder Das unbekannte Dienstmädchen (10.10.1771 Hamburg) [lost]"
"Romani, Carlo",(24.5.1824 Avelino - 4.3.1875 Firenze),Tutti amanti (1847 Firenze)
"Romani, Carlo",(24.5.1824 Avelino - 4.3.1875 Firenze),Il mantello (1852 Firenze)
"Romani, Carlo",(24.5.1824 Avelino - 4.3.1875 Firenze),I Baccanali di Roma (1854 Firenze)
"Romani, Carlo",(24.5.1824 Avelino - 4.3.1875 Firenze),Ermellina ossia Le gemme della corona (1865 Firenze)
"Romani, Pietro",(29.5.1791 Roma - 11.1.1877 Firenze),Il qui pro quo (1817 Roma)
"Romani, Pietro",(29.5.1791 Roma - 11.1.1877 Firenze),Carlo Magno (1823 Firenze)
"Romani, Stefano",(2.2.1778 Pisa - > 1850),Il fanatico per la musica (carn.1800 Firenze)
"Romani, Stefano",(2.2.1778 Pisa - > 1850),I tre gobbi (c.1810 Pisa)
"Romani, Stefano",(2.2.1778 Pisa - > 1850),L'isola incantata (1815 Livorno)
"Romberg, Andreas Jakob","(27.4.1767 Vechta, c. Münster - 10.11.1821 Gotha)",Der blaue Ungeheuer (1793; np)
"Romberg, Andreas Jakob","(27.4.1767 Vechta, c. Münster - 10.11.1821 Gotha)",Die Macht der Musik (1791; np)
"Romberg, Andreas Jakob","(27.4.1767 Vechta, c. Münster - 10.11.1821 Gotha)",Die Nebelkappen (1793 inc)
"Romberg, Andreas Jakob","(27.4.1767 Vechta, c. Münster - 10.11.1821 Gotha)",Der Rabe (7.4.1794 Hamburg)
"Romberg, Andreas Jakob","(27.4.1767 Vechta, c. Münster - 10.11.1821 Gotha)",Don Mendoza (1802 Paris) [+ B.H. Romberg]
"Romberg, Andreas Jakob","(27.4.1767 Vechta, c. Münster - 10.11.1821 Gotha)",Point de bruit (1810 Paris)
"Romberg, Andreas Jakob","(27.4.1767 Vechta, c. Münster - 10.11.1821 Gotha)",Die Ruinen zu Paluzzi (27.12.1811 Hamburg)
"Romberg, Andreas Jakob","(27.4.1767 Vechta, c. Münster - 10.11.1821 Gotha)",Die Grossmut des Scipio (1816 Gotha)
"Romberg, Bernhard Heinrich","(11.11.1767 Dinklage, Oldenburg - 13.8.1841 Hamburg)",Der Schiffbruch (1791; np)
"Romberg, Bernhard Heinrich","(11.11.1767 Dinklage, Oldenburg - 13.8.1841 Hamburg)",Die wiedergefundene Statue (c.1792; np)
"Romberg, Bernhard Heinrich","(11.11.1767 Dinklage, Oldenburg - 13.8.1841 Hamburg)",Don Mendoza (1802 Paris) [+ A.J. Romberg]
"Romberg, Bernhard Heinrich","(11.11.1767 Dinklage, Oldenburg - 13.8.1841 Hamburg)",Ulisse und Circe (27.7.1807 Berlin)
"Romberg, Bernhard Heinrich","(11.11.1767 Dinklage, Oldenburg - 13.8.1841 Hamburg)",Rittertreue (31.1.1817 Berlin)
"Romberg, Bernhard Heinrich","(11.11.1767 Dinklage, Oldenburg - 13.8.1841 Hamburg)",Alma (15.5.1824 København)
"Romberg, Sigmund",(29.7.1887 Nagykanizsa - 9.11.1951 New York),The Midnight Girl (23.2.1914 New York)
"Romberg, Sigmund",(29.7.1887 Nagykanizsa - 9.11.1951 New York),The Blue Paradise (5.8.1915 New York)
"Romberg, Sigmund",(29.7.1887 Nagykanizsa - 9.11.1951 New York),Maytime (16.8.1917 New York)
"Romberg, Sigmund",(29.7.1887 Nagykanizsa - 9.11.1951 New York),Blossom Time (29.9.1921 New York)
"Romberg, Sigmund",(29.7.1887 Nagykanizsa - 9.11.1951 New York),The Rose of Stamboul (7.3.1922 New York)
"Romberg, Sigmund",(29.7.1887 Nagykanizsa - 9.11.1951 New York),The Student Prince (2.12.1924 New York)
"Romberg, Sigmund",(29.7.1887 Nagykanizsa - 9.11.1951 New York),The Desert Song (30.11.1926 New York)
"Romberg, Sigmund",(29.7.1887 Nagykanizsa - 9.11.1951 New York),My Maryland (12.9.1927 New York)
"Romberg, Sigmund",(29.7.1887 Nagykanizsa - 9.11.1951 New York),Rosalie (10.1.1928 New York) [+ Gershwin]
"Ronald [Russell],",Sir,A Capital Joke ()
"Rongé, Jean-Baptiste",(1.4.1825 Liège - 28.10.1882 Liège),La Comtesse d'Albany (1877 Liège)
"Ronnefeld, Peter",(26.1.1935 Dresden - 6.8.1965 Kiel),Nachtausgabe (1956 Salzburg)
"Ronnefeld, Peter",(26.1.1935 Dresden - 6.8.1965 Kiel),Die Ameise (21.10.1961 Düsseldorf)
"Röntgen, Julius","(9.5.1855 Leipzig - 13.9.1932 Bilthoven, c. Utrecht)",Agnete ()
"Röntgen, Julius","(9.5.1855 Leipzig - 13.9.1932 Bilthoven, c. Utrecht)",Samum ()
"Röntgen, Julius","(9.5.1855 Leipzig - 13.9.1932 Bilthoven, c. Utrecht)",De lachende cavalier ()
"Rook [O'Rourke, Rourke], William Michael",(29.9.1794 Dublin - 14.10.1847 London),"Amilie, or The Love Test (1818; 2.12.1837 London CG)"
"Rook [O'Rourke, Rourke], William Michael",(29.9.1794 Dublin - 14.10.1847 London),"Henrique, or Tje Love Pilgrim (2.5.1839 London CG)"
"Rook [O'Rourke, Rourke], William Michael",(29.9.1794 Dublin - 14.10.1847 London),Cagliostro (np)
"Rook [O'Rourke, Rourke], William Michael",(29.9.1794 Dublin - 14.10.1847 London),The Valkyrie (np)
"Roos, Robert de",(10.3.1907 's Gravenhage - 18.3.1976 's Gravenhage),+1
"Roosevelt, J(oseph) Willard",(16.1.1918 Madrid),And the Walls Came Tumbling Down (1974)
"Rootham, Cyril (Bradley)",(5.10.1875 Bristol - 18.3.1938 Cambridge),The Two Sisters (14.2.1922 Cambridge)
"Ropartz [Guy-Ropartz, Joseph], Joseph Guy (Marie)","(15.6.1864 Guingamp, Côtes du Nord - 22.11.1955 Lanloup-par-Plouha, Côtes du Nord)",Le Pays (1.2.1912 Nancy)
"Rorem, Ned","(23.10.1923 Richmond, Ind.)",A Childhood Miracle (1952; 10.5.1955 New York)
"Rorem, Ned","(23.10.1923 Richmond, Ind.)",The Robbers (14.4.1958 New York)
"Rorem, Ned","(23.10.1923 Richmond, Ind.)",Miss Julie (4.11.1965 New York)
"Rorem, Ned","(23.10.1923 Richmond, Ind.)",Bertha (1968; 26.11.1973 New York)
"Rorem, Ned","(23.10.1923 Richmond, Ind.)",Three Sisters Who Are Not Sisters (1968; 24.7.1971 Philadelphia)
"Rorem, Ned","(23.10.1923 Richmond, Ind.)","Fables - Five Very Short Operas (21.5.1971 Martin, Tenn.)"
"Rorem, Ned","(23.10.1923 Richmond, Ind.)",Hearing (15.3.1977 New York)
"Rosales, Antonio",(c.1740 Madrid - 1801 Madrid),El tio y la tia (28.11.1767 Madrid)
"Rosales, Antonio",(c.1740 Madrid - 1801 Madrid),El licendiado Farfulla (1.7.1776 Madrid)
"Rosales, Antonio",(c.1740 Madrid - 1801 Madrid),+?
"Roseingrave, Thomas",(1688 Winchester - 23.6.1766 Dunleary),Phaedra and Hippolitus (6.3.1753 Dublin)
"Rösel, Artur",(23.8.1859 Münchenbernsdorf - 3.4.1934 Weimar),Halimah (1895 Weimar)
"Rosell, Lars-Erik",(9.8.1944 Nybro),Nattesang (15.12.1974 København)
"Rosell, Lars-Erik",(9.8.1944 Nybro),Tillfalligt avbrott (12.12.1981 Stockholm)
"Rosell, Lars-Erik",(9.8.1944 Nybro),Amedée (1985)
"Rosen, Jerome (William)",(23.7.1921 Boston),"Calisto and Melibea (31.5.1979 Davis, Calif.)"
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",Resa till Amerika (24.11.1932 Stockholm)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",Spelet om St Örjan (1937)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",Marionetter (14.2.1939 Stockholm)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",De två konungsdöttrarna (19.9.1940 Stockholm Swedish Radio*)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",Spelet om St Örjan [rev] (1941)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",Lycksalighetens ö (1.2.1945 Stockholm)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)","Josef och hans bröder (1948)
  
    1 (30.5.1946 Swedish Radio*)
    2 (19.12.1946 Swedish Radio*)
    3 (9.9.1947 Swedish Radio*)
    4 (23.1.1948 Swedish Radio*)"
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",1 (30.5.1946 Swedish Radio*)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",2 (19.12.1946 Swedish Radio*)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",3 (9.9.1947 Swedish Radio*)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",4 (23.1.1948 Swedish Radio*)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",Kaspers fettisdag (28.2.1954 Swedish Radio*)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",Porträttet (22.3.1956 Swedish Radio*)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",Porträttet [rev] (1963)
"Rosenberg, Hilding (Constantin)","(21.6.1892 Bosjökloster, Ringsjön, Skåne - 19.5.1985 Stockholm)",Hus med dubbel ingång (24.5.1970 Stockholm)
"Rosenfeld, Gerhard",(10.2.1931 Königsberg - 5.3.2003 Bergholz-Rehbrücke),Das alltäglich Wunder (1973 Stralsund)
"Rosenfeld, Gerhard",(10.2.1931 Königsberg - 5.3.2003 Bergholz-Rehbrücke),Der Mantel ()
"Rosenfeld, Gerhard",(10.2.1931 Königsberg - 5.3.2003 Bergholz-Rehbrücke),Spiel von Liebe und Zufall (1980 Potsdam)
"Rosenfeld, Gerhard",(10.2.1931 Königsberg - 5.3.2003 Bergholz-Rehbrücke),Die Verweigerung (1989 Osnabrück)
"Rosenfeld, Gerhard",(10.2.1931 Königsberg - 5.3.2003 Bergholz-Rehbrücke),Friedrich und Montezuma (1990; np)
"Rosenfeld, Gerhard",(10.2.1931 Königsberg - 5.3.2003 Bergholz-Rehbrücke),Kniefall in Warschau (22.11.1997 Dortmund)
"Rosenhain, Jacob [Jakob, Jacques]",(2.12.1813 Mannheim - 21.3.1894 Baden-Baden),Der Besuch im Irrenhause (29.12.1834 Frankfurt am Main)
"Rosenhain, Jacob [Jakob, Jacques]",(2.12.1813 Mannheim - 21.3.1894 Baden-Baden),Liswenna (1836; 1841 Paris?)
"Rosenhain, Jacob [Jakob, Jacques]",(2.12.1813 Mannheim - 21.3.1894 Baden-Baden),Le Démon de la nuit (17.3.1851 Paris O) [rev. Liswenna]
"Rosenhain, Jacob [Jakob, Jacques]",(2.12.1813 Mannheim - 21.3.1894 Baden-Baden),Volage et jaloux (3.8.1863 Baden-Baden)
"Rosenthal, Manuel [Emmanuel, Maurice]",(18.6.1904 Paris - 5.6.2003 Paris),Rayon des soieries (1928)
"Rosenthal, Manuel [Emmanuel, Maurice]",(18.6.1904 Paris - 5.6.2003 Paris),Les Bootleggers (1932)
"Rosenthal, Manuel [Emmanuel, Maurice]",(18.6.1904 Paris - 5.6.2003 Paris),La Poule noire (1937 Paris CE)
"Rosenthal, Manuel [Emmanuel, Maurice]",(18.6.1904 Paris - 5.6.2003 Paris),Les Femmes au tombeau (1956)
"Rosenthal, Manuel [Emmanuel, Maurice]",(18.6.1904 Paris - 5.6.2003 Paris),"Hop, signor! (1962)"
"Roser [von Reiter], Franz de Paula","(17.8.1779 Naarn, Oberösterreich - 12.8.1830 Budapest)",+?
"Rosetti [Rösler, Rosety, Rossetti, Rössler], (Francesco) Antonio [Franz Anton, Frantisek Antonin]",(c.1750 Litomerice - 30.6.1792 Ludwigslust),Das Winterfest der Hirten (10.12.1789 Ludwigslust)
"Rosetti [Rösler, Rosety, Rossetti, Rössler], (Francesco) Antonio [Franz Anton, Frantisek Antonin]",(c.1750 Litomerice - 30.6.1792 Ludwigslust),La Matinée des artistes (c.1800?)
"Rösler [Rössler, Johann Joseph], Jan Josef [Jozef]",(22.8.1771 Banská Stiavnica - 28.1.1813 Praha),"Elisene, Prinzessin von Bulgarien (18.10.1807 Praha: Nostitz)"
"Rösler [Rössler, Johann Joseph], Jan Josef [Jozef]",(22.8.1771 Banská Stiavnica - 28.1.1813 Praha),L'assassino per vendetta (Praha: Nostitz)
"Rösler [Rössler, Johann Joseph], Jan Josef [Jozef]",(22.8.1771 Banská Stiavnica - 28.1.1813 Praha),+?
"Rosner, Arnold",(8.11.1945 New York),The Chronicle of 9 (1984)
"Ross, Walter (Beghtol)","(3.10.1936 Lincoln, Neb.)",In the Penal Colony (1972)
"Rosse, Frederick",(1867 Jersey - 20.6.1940 Brighton),All Abroad ()
"Rosseau, Norbert (Oscar Claude)",(11.12.1907 Ghent - 1.11.1975 Ghent),Sicilienne (1947)
"Rosseau, Norbert (Oscar Claude)",(11.12.1907 Ghent - 1.11.1975 Ghent),Les Violons du prince (1954)
"Rossellini, Renzo",(2.2.1908 Roma - 14.5.1982 Monte Carlo),Alcassino e Nicoletta (1930)
"Rossellini, Renzo",(2.2.1908 Roma - 14.5.1982 Monte Carlo),La guerra (25.2.1956 Roma)
"Rossellini, Renzo",(2.2.1908 Roma - 14.5.1982 Monte Carlo),Il vortice (8.2.1958 Napoli)
"Rossellini, Renzo",(2.2.1908 Roma - 14.5.1982 Monte Carlo),Uno sguado del ponte (11.3.1961 Roma)
"Rossellini, Renzo",(2.2.1908 Roma - 14.5.1982 Monte Carlo),L'Avventuriere (2.2.1968 Monte Carlo)
"Rossellini, Renzo",(2.2.1908 Roma - 14.5.1982 Monte Carlo),La Reine morte (1973 Monte Carlo)
"Rossetti, Pietro",(1659 Trieste - 1709 Trieste),"La fidutia in Dio, ovvero Vienna liberata dalle armi turchesche (12.2.1684 Trieste)"
"Rossi, Francesco [de]",(? - ?),La ricchezza schernita (1658 Milano?) [et al.]
"Rossi, Francesco [de]",(? - ?),L'Arianna (sum.1660 Pavia)
"Rossi, Francesco [de]",(? - ?),Artemisia (6.1663 Milano?) [rev. (Cavalli)]
"Rossi, Francesco [de]",(? - ?),Il Crispo (12.1663 Milano?)
"Rossi, Francesco [de]",(? - ?),La farsa musicale (carn.1664 Milano?)
"Rossi, Francesco [de]",(? - ?),"La Regina Floridea (1669? Milano) [+ L. Busca, P.S. Agostini]"
"Rossi, Francesco [de]",(? - ?),"Bianca di Castiglia (10.1669 Isola Bella, Lago Maggiore)"
"Rossi,",Abbate,Il Sejano moderno della Tracia (1686 Venezia SM)
"Rossi,",Abbate,La Clorilda (1688 Venezia SM)
"Rossi,",Abbate,La pena degl'occhi (1688 Venezia SM)
"Rossi,",Abbate,Mitrane (1689 Venezia)
"Rossi,",Abbate,La ninfa Apollo (?; 1726 Murano) [?]
"Rossi, Francesco",,+?
"Rossi, Giovanni (Gaetano)","(5.8.1828 Borgo S Donnino, Parma - 31.3.1886 Genova)",Elena di Taranto (1852 Parma)
