composer,composer_dob,opera
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),La Boucle de cheveux (1816 Paris)
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),Le Caprice d'une jolie femme (29.5.1817 Paris TF)
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),Der Diener aller Welt (17.10.1818 München I)
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),Zadig (1818 Paris TF)
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),L'Intrigue au château (14.6.1823 Paris TF)
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),Voyage à la cour (20.8.1825 Paris TF)
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),Les Rencontres (11.6.1828 Paris TF)
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),Le Passage du régiment (5.11.1832 Paris TF)
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),Blanche (? np)
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),Don Raphael (? np)
"Catrufo, Gioseffo [Giuseppe]",(19.4.1771 Napoli - 19.8.1851 London),Clotaire (? np)
"Cattani, Lorenzo",(? Massa Carrara - 1713 Pisa),Quinto Lucrezio proscritto (20.10.1681 Firenze) [lost]
"Cattani, Lorenzo",(? Massa Carrara - 1713 Pisa),Il Conte di Cutro (12.11.1682 Firenze) [lost]
"Cattani, Lorenzo",(? Massa Carrara - 1713 Pisa),Il pellegrino (1685) [lost]
"Cattani, Lorenzo",(? Massa Carrara - 1713 Pisa),Gneo Marzio Coriolano (25.5.1686 Firenze) [lost]
"Cattani, Lorenzo",(? Massa Carrara - 1713 Pisa),La pietà di Sabina (< 1690; np) [lost]
"Catunda, Eunice",(4.3.1915 Rio de Janeiro),Negrinho do pastoreio ()
"Caturla, Alejandro Garcia","(7.3.1906 Remedios, Cuba - 12.11.1940 Remedios)",Manita en el suelo (1937)
"Caudella, Eduard",(3.6.1841 Iasi - 15.4.1924 Iasy),Olteanca (8.3.1880 Iasi)
"Caudella, Eduard",(3.6.1841 Iasi - 15.4.1924 Iasy),Hatmanul Baltag (1.3.1884 Bucuresti)
"Caudella, Eduard",(3.6.1841 Iasi - 15.4.1924 Iasy),Fata razesului (2.3.1893 Bucuresti)
"Caudella, Eduard",(3.6.1841 Iasi - 15.4.1924 Iasy),Petru Rares (1889; 14.11.1900 Bucuresti)
"Cavalieri, Emilio de'",(c.1550 Roma - 11.3.1602 Roma),La disperazione di Fileno (carn.1590 Firenze) [lost]
"Cavalieri, Emilio de'",(c.1550 Roma - 11.3.1602 Roma),Satiro (carn.1590 Firenze) [lost]
"Cavalieri, Emilio de'",(c.1550 Roma - 11.3.1602 Roma),Il giuoco della cieca (29.10.1595 Firenze PP) [lost]
"Cavalieri, Emilio de'",(c.1550 Roma - 11.3.1602 Roma),"Rappresantatione di Anima, et di Corpo (2.1600 Roma, Oratorio del Crocifisso)"
"Cavalieri, Emilio de'",(c.1550 Roma - 11.3.1602 Roma),La contesa fra Giunone e Minerva (5.10.1600 Firenze) [lost]
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Le nozze di Teti e di Peleo (24.1.1639 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Gli amori d'Apollo e di Dafne (1640 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Didone (1641 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Amore innamorato (1.1.1642 Venezia SM)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),La virtù de' strali d'Amore (1642 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Egisto (1643 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),L'Ormindo (1644 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Doriclea (1645 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Titone (1645 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Giasone (5.1.1649 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Euripo (1649 Venezia SM?)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Orimonte (20.2.1650 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Oristeo (1651 Venezia SAp)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Rosinda (1651 Venezia SAp) [Le magie amorose]
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Calisto (1652 Venezia SAp)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),L'Eritrea (1652 Venezia SAp)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Veremonda l'amazzone di Aragona (21.12.1652 Napoli PR)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),L'Orione (6.1653 Milano)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Il Ciro (30.1.1654 Venezia SGP) [+ Provenzale]
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Serse (12.1.1655 Venezia SGP)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Statira principessa di Persia (18.1.1656 Venezia SGP)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Erismena (1656 Venezia SAp)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Artemisia (10.1.1657 Venezia SGP)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Hipermestra (12.6.1658 Firenze I)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Antioco (21.1.1659 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Elena (26.12.1659 Venezia SC)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Ercole amante (7.2.1662 Paris Tui)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Scipione affricano (9.2.1664 Venezia SGP)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Mutio scevola (26.1.1665 Venezia SSv)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Pompeo magno (20.2.1666 Venezia SSv)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Eliogabolo (1668 np)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Coriolano (27.5.1669 Piacenza)
"Cavalli [Caletti, Bruni], Pier [Pietro] Francesco",(14.2.1602 Crema - 14.1.1676 Venezia),Massenzio (1673 np)
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),Les Trois bossus ()
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),L'Alchimiste ()
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),L'Intrigue dans les ruines ()
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),Le Mariage d'Aubigny ()
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),Dneprovskaya rusalka (17.5.1804 St Peterburg BK) [+ Kauer]
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),"Knyaz nevidimka, ili Licharda volshebnik (17.5.1805 St Peterburg)"
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),Lyobovnaya pochta (1806)
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),Ilya Bogatïr (12.1.1807 St Peterburg)
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),Tri brata gorbuna (1808) [rev. Les trois bossus]
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),Kazak-stikhotvorets (27.5.1812 St Peterburg)
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),Ivan Susanin (30.10.1815 St Peterburg)
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),Dobrïnya Nikitich (1818) [+ Antonolini]
"Cavos, Catterino",(30.10.1775 Venezia - 10.5.1840 St. Peterburg),Zhar-ptitsa (1823)
"Cazden, Norman","(23.9.1914 New York - 18.8.1980 Bangor, Me.)",Dingle Hall (1958)
"Cazzati, Maurizio","(c.1620 Lucera, c. Reggio Emilia - 1677 Mantova)",I gridi di Cerere (1652 Ferrara) [lost]
"Cazzati, Maurizio","(c.1620 Lucera, c. Reggio Emilia - 1677 Mantova)",Il carnevale esigliato (1652 Ferrara) [lost]
"Cazzati, Maurizio","(c.1620 Lucera, c. Reggio Emilia - 1677 Mantova)",Ercole effeminato (1654 Bergamo) [lost]
"Cazzati, Maurizio","(c.1620 Lucera, c. Reggio Emilia - 1677 Mantova)",Le gare de' fiumi (1658 Bologna) [lost]
"Cazzati, Maurizio","(c.1620 Lucera, c. Reggio Emilia - 1677 Mantova)",Le gare d'Amore e di Marte (1662 Bologna) [lost]
"Cecchini, Angelo",(? - ?),Primavera urbana col trionfo d'Amor pudico (1635 Roma) [lost]
"Cecchini, Angelo",(? - ?),"La baccante, overo Il trionfo dell'autunno (c.1638 Roma) [lost]"
"Cecchini, Angelo",(? - ?),L'intemperie d'Apollo (2.1638 Roma) [Il prencipe indisposto] [lost]
"Cecchini, Angelo",(? - ?),"La sincerità trionfante, overo L'Erculeo ardire (1.1639 Roma) [lost]"
"Cecere, Carlo",(7.11.1706 Napoli - 15.2.1761 Napoli),Lo secretista (spr.1738 Napoli N)
"Cecere, Carlo",(7.11.1706 Napoli - 15.2.1761 Napoli),La tavernola abentorosa (2.1741 Napoli)
"Cecere, Carlo",(7.11.1706 Napoli - 15.2.1761 Napoli),La Rosmonda (carn.1755 Napoli N) [et al.]
"Celanský, Ludvik Vitezslav",(17.7.1870 Wien - 27.10.1931 Praha),Camille (23.10.1897 Praha)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),Charity Begins at Home (7.2.1872 London GI)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),The Foster Brothers (17.6.1873 London)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),The Sultan of Mocha (16.10.1874 Manchester)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),The Tower of London (4.10.1875 Manchester)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),Nell Gwynne (16.10.1876 Manchester)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),Dora's Dream (17.11.1877 London)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),The Spectre Knight (9.2.1878 London)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),"Bella Donna, or The Little Beauty and the Great Beast (27.4.1878 Manchester)"
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),After All (16.12.1878 London)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),In the Sulks (21.2.1880 London)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),The Masque of Pandora (10.1.1881 Boston)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),The Carp (11.2.1886 London)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),Dorothy (25.9.1886 London G)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),Mrs. Jarramie's Genie (14.2.1888 London)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),Doris (20.4.1889 London Lyr)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),The Mountebanks (4.1.1892 London Lyr)
"Cellier, Alfred",(1.12.1844 London - 28.12.1891 London),Charity Begins at Home [rev] (22.6.1892 London StG)
"Celoniati [Celoniatti, Celoniat, Celonieti, Celonietto], Ignazio",(< 1740 - 1784 Torino),Il caffè di campagna (1762 Torino)
"Celoniati [Celoniatti, Celoniat, Celonieti, Celonietto], Ignazio",(< 1740 - 1784 Torino),Ecuba (carn.1769 Torino TR)
"Celoniati [Celoniatti, Celoniat, Celonieti, Celonietto], Ignazio",(< 1740 - 1784 Torino),Didone abbandonata (carn.1769/70 Milano)
"Ceremuga, Josef",(14.6.1930 Ostrava-Kuncice),Juraj Cup (27.4.1963 Praha)
"Cerha, Friedrich",(17.2.1926 Wien),Lulu (24.2.1979 Paris O) [+ Berg]
"Ceruti, Roque",(c.1683 Milano - 3.12.1760 Lima),El mejor escudo de Perseo (17.9.1708 Lima)
"Ceruti, Roque",(c.1683 Milano - 3.12.1760 Lima),+?
"Cervantes (Kawanag), Ignacio",(31.7.1847 Habana - 29.4.1905 Habana),El submarino Peral (1889)
"Cervantes (Kawanag), Ignacio",(31.7.1847 Habana - 29.4.1905 Habana),Maledetto (1895 inc)
"Cervantes (Kawanag), Ignacio",(31.7.1847 Habana - 29.4.1905 Habana),Los saltimbanquis (1899)
"Cesarini, Carlo Francesco",,"La Santa Genuinda (1694 Roma DP) [+ Lulier, Scarlatti] [?]"
"Cesarini, Carlo Francesco",,"La pastorella (1705 Roma) [+ Lulier, Bononcini]"
"Cesarini, Carlo Francesco",,"Giunio Bruto (1711 Roma) [+ Scarlatti, Caldara]"
"Cesarini, Carlo Francesco",,"La finta rapita (1714 Cisterna) [+ Valentini, Romaldi]"
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),"Orontea (20.1.1649 Venezia, SSA)"
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),Alessandro vincitor di se stesso (1651 Venezia SGP)
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),"Il Cesare amante (1651 Venezia, T Grimano)"
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),La Cleopatra (1654 Innsbruck)
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),L'Argia (1655 Innsbruck)
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),La Dori (1657 Innsbruck)
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),La magnanimità d'Alessandro (1662 Innsbruck)
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),"Il Tito (13.2.1666 Venezia, T Grimano)"
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),Nettuno e Flora festeggianti (12.7.1666 Wien)
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),Le disgrazie d'Amore (19.2.1667 Wien)
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),La Semirami (9.7.1667 Wien)
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),Il pomo d'oro (13-14.7.1668 Wien)
"Cesti, Antonio [Pietro]",(*5.8.1623 Arezzo - 14.10.1669 Firenze),Genserico (1669 Venezia) [?]
"Cesti, Remigio",(c.1635 Arezzo - 1710/1717 Firenze),Il principe generoso (1669 Wien)
"Cezar, Corneliu",(22.12.1937 Bucuresti),Galileo Galilei (16.12.1964 Bucuresti)
"Chabrier, (Alexis-)Emmanuel","(18.1.1841 Ambert, Puy de Dôme - 13.9.1894 Paris)","Fisch-Ton-Kan (1864 inc; 22.4.1941 Paris, S. de l'Ancien C.)"
"Chabrier, (Alexis-)Emmanuel","(18.1.1841 Ambert, Puy de Dôme - 13.9.1894 Paris)","Vaucochard et fils Ier (1864 inc; 22.4.1941 Paris, S. de l'Ancien C.)"
"Chabrier, (Alexis-)Emmanuel","(18.1.1841 Ambert, Puy de Dôme - 13.9.1894 Paris)",Jean Hunyade (1867 inc)
"Chabrier, (Alexis-)Emmanuel","(18.1.1841 Ambert, Puy de Dôme - 13.9.1894 Paris)",L'Étoile (28.11.1877 Paris BP)
"Chabrier, (Alexis-)Emmanuel","(18.1.1841 Ambert, Puy de Dôme - 13.9.1894 Paris)",Le Sabbat (1877 inc)
"Chabrier, (Alexis-)Emmanuel","(18.1.1841 Ambert, Puy de Dôme - 13.9.1894 Paris)",Une Éducation manquée (1.5.1879 Paris Cercle de la Presse)
"Chabrier, (Alexis-)Emmanuel","(18.1.1841 Ambert, Puy de Dôme - 13.9.1894 Paris)",Les Muscadins (1880 inc)
"Chabrier, (Alexis-)Emmanuel","(18.1.1841 Ambert, Puy de Dôme - 13.9.1894 Paris)",Gwendoline (10.4.1886 Bruxelles)
"Chabrier, (Alexis-)Emmanuel","(18.1.1841 Ambert, Puy de Dôme - 13.9.1894 Paris)",Le Roi malgré lui (18.5.1887 Paris OC)
"Chabrier, (Alexis-)Emmanuel","(18.1.1841 Ambert, Puy de Dôme - 13.9.1894 Paris)","Briséis, ou Les Amants de Corinthe (1891; 31.1.1897 Paris, Concerts Lamoureux*; 14.1.1899 Berlin O)"
"Chadwick, George Whitefield","(13.11.1854 Lowell, Mass. - 4.4.1931 Boston)",The Peer and the Pauper (1884 Boston)
"Chadwick, George Whitefield","(13.11.1854 Lowell, Mass. - 4.4.1931 Boston)",The Quiet Lodging (1.4.1892 Boston)
"Chadwick, George Whitefield","(13.11.1854 Lowell, Mass. - 4.4.1931 Boston)",Tabasco (29.1.1894 Boston)
"Chadwick, George Whitefield","(13.11.1854 Lowell, Mass. - 4.4.1931 Boston)","Judith (26.9.1901 Worcester, Mass.)"
"Chadwick, George Whitefield","(13.11.1854 Lowell, Mass. - 4.4.1931 Boston)",The Padrone (1916; np)
"Chadwick, George Whitefield","(13.11.1854 Lowell, Mass. - 4.4.1931 Boston)",Love's Sacrifice (1917 Boston)
"Chaikovsky, Boris (Alexandrovich)",(10.9.1925 Moskva),Zvezda (1949 inc)
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Voyevoda (11.2.1869 Moskva B)
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Undine (1869 np)
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Oprichnik (24.4.1874 St. Peterburg M)
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Kuznets Vakula (6.12.1876 St. Peterburg M)
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Evgeny Onegin (29.3.1879 Moskva M)
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Orleanskaya deva (25.2.1881 St. Peterburg M)
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Mazeppa (15.2.1884 Moskva B)
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Cherevichki (31.1.1887 Moskva) [Les caprices d'Oxane]
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Charodeyka (1.11.1887 St. Peterburg M)
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Pikovaya dama (19.12.1890 St. Peterburg M)
"Chaikovsky, Pyotr Il'yich","(7.5.1840 Kamsko-Votkinsk, Vyatka - 6.11.1893 St. Peterburg)",Iolanta (18.12.1892 St. Peterburg M)
"Chailley, Jacques",(24.3.1910 Paris - 21.1.1999 Montpellier),Pan et la Syrinx (1946; 23.11.1962 Paris OC)
"Chailley, Jacques",(24.3.1910 Paris - 21.1.1999 Montpellier),Thyl de Flandre (1.10.1957 Bruxelles)
"Chailly, Luciano",(19.1.1920 Ferrara),Ferrovia sopralevata (1.10.1955 Bergamo)
"Chailly, Luciano",(19.1.1920 Ferrara),Una domanda di matrimonio (22.5.1957 Milano)
"Chailly, Luciano",(19.1.1920 Ferrara),Il canto del cigno (16.11.1957 Bologna)
"Chailly, Luciano",(19.1.1920 Ferrara),La riva delle Sirti (1.3.1959 Monte Carlo)
"Chailly, Luciano",(19.1.1920 Ferrara),Procedura penale (30.9.1959 Como)
"Chailly, Luciano",(19.1.1920 Ferrara),Il mantello (11.5.1960 Firenze)
"Chailly, Luciano",(19.1.1920 Ferrara),Era proibito (5.3.1963 Milano)
"Chailly, Luciano",(19.1.1920 Ferrara),Vassiliev (1967 Genova)
"Chailly, Luciano",(19.1.1920 Ferrara),Markheim (1967 Spoleto)
"Chailly, Luciano",(19.1.1920 Ferrara),L'idiota (14.2.1970 Roma)
"Chailly, Luciano",(19.1.1920 Ferrara),Sogno (ma forse no) (1975 Trieste)
"Chailly, Luciano",(19.1.1920 Ferrara),Il libro dei reclami (1975 Wien)
"Chailly, Luciano",(19.1.1920 Ferrara),La cantatrice calva (5.11.1985 Wien)
"Chalayev, Shirvani","(16.11.1936 Khosrekh, Dagestan)",Gortsï (1971 Leningrad)
"Chaminade, Cécile (Louise Stéphanie)",(8.8.1857 Paris - 13.4.1944 Monte Carlo),La Sévillane (np)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Le Soldat français (1.6.1779 Paris, T Bois de Boulogne) [+ A. Albanese]"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Mina (26.1.1780 Paris TI)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),La Mélomanie (23.1.1781 Versailles)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Léonore, ou L'Heureuse épreuve (7.7.1781 Paris TI)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Le Baiser, ou La Bonne fée (26.11.1781 Paris TI)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Le Poète supposé, ou Les Préparatifs de la fête (25.4.1782 Paris TI)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Isabelle et Fernand, ou L'Alcade de Zalaméa (9.1.1783 Paris TI)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Les Déguisements amoureux (1783 Paris B)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Les Ruses de Frontin (1783 Paris B)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Les Amours de Colombine, ou Cassandre pleureur (3.2.1785 Paris TI)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Bayard en Bresse (21.2.1786 Paris TI)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Les Amours de Bayard, ou Le Chevalier sans peur et sans reproche (24.8.1786 Paris Fr)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Les Fausses nouvelles, ou Les Noces cauchoises (26.8.1786 Paris TI)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Le Manteau, ou Les Deux nièces rivales (2.9.1786 Paris B)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Les Dettes (8.1.1787 Paris TI)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Florette et Colin (7.7.1787 Paris B)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Lanval et Viviane, ou Les Chevaliers (13.9.1788 Paris Fr)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Le Nouveau Don Quichotte (25.5.1789 Paris M)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Le Portrait, ou La Divinité du sauvage (22.10.1790 Paris O)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Les Espiègleries de garnison (21.9.1791 Paris TI)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Les Deux prisonniers, ou La Fameuse journée (1792 Rouen)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Le Canonnier convalescent (29.6.1794 Paris Vdv) [+ J.-F. Guichard]
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Les Épreuves du républicain, ou L'Amour de la patrie (5.7.1794 Paris Fav)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Les Trois Hussards (26.7.1804 Paris TF)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Valmiers, ou Le Soldat du roi (25.12.1805 Paris, Ranelagh)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),"Menzikoff et Foedor, ou Le Fou de Bérézoff (30.1.1808 Paris TF)"
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),La Ferme du Mont-Cenis (10.1.1809 Paris TF)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Electra (1812; np)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Les Rivaux d'un moment (30.6.1812 Paris TF)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Le Mariage extravagant (8.9.1813 Paris Vdv)
"Champein, Stanislas",(19.11.1753 Marseilles - 19.9.1830 Paris),Les Hussards en cantonnement (28.6.1817 Paris TF)
"Chanier, Theodore Ward","(29.4.1902 Newport, R.I. - 27.7.1961 Boston)","The Pot of Fat (8.5.1955 Cambridge, Mass.)"
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Abel y Cain (14.5.1873 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Las naves de Cortés (19.4.1874 Madrid)
