,composer,year_birth,year_death,place_birth,place_death,clean_name,c_birth
24521,"Tadolini, Giovanni",1785.0,1872.0,bologna,bologna,"Tadolini, Giovanni",Italy
24529,"Tagliapietra, Gino",1887.0,1954.0,ljubljana,venezia,"Tagliapietra, Gino",Slovenia
24530,"Täglichsbeck, Thomas",1799.0,1867.0,ansbach,baden,"Täglichsbeck, Thomas",Germany
24533,"Tahourdin, Peter Richard",1928.0,1928.0,bramdenn,bramdenn,"Tahourdin, Peter Richard",
24535,"Tailleferre [Taillefesse], (Marcelle) Germaine",1892.0,1983.0,parc,paris,"Tailleferre, Germaine",USA
24541,"Takagi, Toroku",1904.0,2006.0,okayama,saitama,"Takagi, Toroku",Japan
24542,"Takata, Saburo",1913.0,2000.0,nagoya,tokyo,"Takata, Saburo",Japan
24543,"Taktakishvili, Otar (Vasil'yevich)",1924.0,1989.0,tbilisi,tbilisi,"Taktakishvili, Otar",Georgia
24551,"Taktakishvili, Shalva (Mikhailovich)",1900.0,1965.0,kvemo,tbilisi,"Taktakishvili, Shalva",Georgia
24554,"Tal [Gruenthal], Josef [Joseph]",1910.0,2008.0,pinne,jerusalem,"Tal, Josef",
24564,"Talbot [Munkittrick], Howard",1865.0,1928.0,yonkers,reigate,"Talbot, Howard",USA
24581,"Talma, Louise (Juliette)",1906.0,1996.0,arcachon,yaddo,"Talma, Louise",France
24582,"Tamberg, Eino",1930.0,1930.0,tallinn,tallinn,"Tamberg, Eino",Estonia
24585,"Tamkin, David",1906.0,1975.0,chernigov,los,"Tamkin, David",14039
24587,"Tanev, Alexander",1928.0,1928.0,budapest,budapest,"Tanev, Alexander",Hungary
24588,"Taneyev, Alexander (Sergeyevich)",1850.0,1918.0,st,petrograd,"Taneyev, Alexander",USA
24590,"Taneyev, Sergey (Ivanovich)",1856.0,1915.0,vladimir,dyud,"Taneyev, Sergey",Russia
24591,"Tansman, Alexandre [Aleksander]",1897.0,1986.0,lódz,paris,"Tansman, Alexandre",Poland
24597,"Tarade, Théodore-Jean",1731.0,1788.0,paris,la,"Tarade, Théodore-Jean",France
24599,"Taranu, Cornel",1934.0,1934.0,cluj,cluj,"Taranu, Cornel",Romania
24600,"Tarchi, Angelo [Angiolo]",1755.0,1814.0,napoli,paris,"Tarchi, Angelo",USA
24659,"Tarditi, Giovanni",1857.0,1935.0,acqui,roma,"Tarditi, Giovanni",Italy
24661,"Tardos, Béla",1910.0,1910.0,budapest,budapest,"Tardos, Béla",Hungary
24663,"Tarnov, Gleb (Pavlovich)",1904.0,1989.0,kiev,kiev,"Tarnov, Gleb",02000
24665,"Tarnowski,",,,count,count,"Tarnowski,",USA
24666,"Tarp, Svend Erik",1908.0,1994.0,thisted,københavn,"Tarp, Svend Erik",Denmark
24669,"Tate, Phyllis (Margaret Duncan)",1911.0,1911.0,gerrards,gerrards,"Tate, Phyllis",USA
24674,"Taubert, (Carl Gottfried) Wilhelm",1811.0,1891.0,berlin,berlin,"Taubert, Wilhelm",Germany
24680,"Taubmann, Otto",1859.0,1929.0,hamburg,berlin,"Taubmann, Otto",Germany
24681,"Tausinger, Jan",1921.0,1980.0,piatra,praha,"Tausinger, Jan",Romania
24682,"Tauwitz, Eduard",1812.0,1894.0,glatz,praha,"Tauwitz, Eduard",Poland
24685,"Tavener, John (Kenneth)",1944.0,1944.0,london,london,"Tavener, John",UK
24689,"Taylor, Clifford",1923.0,1987.0,avalon,abington,"Taylor, Clifford",USA
24690,"Taylor, (Joseph) Deems",1885.0,1966.0,new,new,"Taylor, Deems",USA
24695,"Taylor, Raynor",1747.0,1825.0,london,philadelphia,"Taylor, Raynor",UK
24697,"Tchaikowsky, André",1935.0,1982.0,warszawa,oxford,"Tchaikowsky, André",Poland
24698,"Tcherepnin [Cherepnin], Alexander (Nikolayevich)",1899.0,1977.0,st,paris,"Tcherepnin, Alexander",USA
24703,"Tcherepnin [Cherepnin], Nikolay (Nikolayevich)",1873.0,1945.0,st,issy,"Tcherepnin, Nikolay",USA
24705,"Tedeschi, Luigi Maurizio",1867.0,1944.0,torino,cairate,"Tedeschi, Luigi Maurizio",Italy
24706,"Teed, Roy (Norman)",1928.0,1928.0,herne,herne,"Teed, Roy",Germany
24707,"Telemann, Georg Philipp",1681.0,1767.0,magdeburg,hamburg,"Telemann, Georg Philipp",Germany
24740,"Tenaglia [Tanaglia, Tanaglino], Antonio Francesco",1610.0,1661.0,firenze,roma,"Tenaglia, Antonio Francesco",Italy
24742,"Tenducci, Giusto Ferdinando",,,,,"Tenducci, Giusto Ferdinando",Thailand
24747,Terhune [,,,née,née,Terhune,
24749,"Terradellas [Terradeglias], Domingo [Domenico] (Miguel Bernabe)",1713.0,1751.0,barcelona,roma,"Terradellas, Domingo",Spain
24762,"Terrasse, Claude (Antoine)",1867.0,1923.0,grand,paris,"Terrasse, Claude",
24814,"Terteryan, Avet",1929.0,1929.0,baku,baku,"Terteryan, Avet",Azerbaijan
24815,"Terzakis, Dimitri",1938.0,1938.0,athinai,athinai,"Terzakis, Dimitri",Greece
24818,"Terziani, Eugenio",1824.0,1889.0,roma,roma,"Terziani, Eugenio",Italy
24821,"Terziani, Pietro",1765.0,1831.0,roma,roma,"Terziani, Pietro",Italy
24824,"Testi, Flavio",1923.0,1923.0,firenze,firenze,"Testi, Flavio",Italy
24827,"Teyber, Anton",1754.0,1822.0,wien,wien,"Teyber, Anton",Austria
24828,"Teyber, Franz",1756.0,1810.0,wien,wien,"Teyber, Franz",Austria
24842,"Thalberg, Sigismond (Fortuné François)",1812.0,1871.0,pâquis,posillipo,"Thalberg, Sigismond",USA
24844,"Theile [Theil], Johann",1646.0,1724.0,naumburg,naumburg,"Theile, Johann",Germany
24847,"Thern, Károly",1817.0,1886.0,jihlava,wien,"Thern, Károly",Czechia
24850,"Thienen, Marcel van",1922.0,1922.0,paris,paris,"Thienen, Marcel van",France
24851,"Thiriet, Maurice",1906.0,1972.0,meulan,puys,"Thiriet, Maurice",France
24852,"Thomas, (Charles Louis) Ambroise",1811.0,1896.0,metz,paris,"Thomas, Ambroise",France
24874,"Thomas, Arthur Goring",1850.0,1892.0,ratton,london,"Thomas, Arthur Goring",
24880,"Thomas, John Rogers",1829.0,1896.0,newport,new,"Thomas, John Rogers",USA
24881,"Thomas, Mansel (Treharne)",1909.0,1986.0,tylorstown,abergavenny,"Thomas, Mansel",UK
24882,"Thomé, Francis [François Luc Joseph]",1850.0,1909.0,port,paris,"Thomé, Francis",USA
24887,"Thommessen, Olav Anton",1946.0,1946.0,oslo,oslo,"Thommessen, Olav Anton",Norway
24895,"Thomson, John",1805.0,1841.0,sprouston,edinburgh,"Thomson, John",UK
24898,"Thomson, Virgil (Garnett)",1896.0,1989.0,kansas,new,"Thomson, Virgil",USA
24901,"Thooft, Willem Frans",1829.0,1900.0,amsterdam,rotterdam,"Thooft, Willem Frans",Netherlands
24902,"Thórdarson, Sigurdur",1895.0,1968.0,dýrafiri,reykjavik,"Thórdarson, Sigurdur",
24904,"Thorne, Francis",1922.0,1922.0,bay,bay,"Thorne, Francis",USA
24906,"Thorpe Davie, Cedric",1913.0,1983.0,glasgow,dalry,"Thorpe Davie, Cedric",UK
24912,"Thow, John Holland",1949.0,2007.0,los,berkeley,"Thow, John Holland",USA
24913,"Thrane, Waldemar",1790.0,1828.0,christiania,christiania,"Thrane, Waldemar",Denmark
24914,"Thuille, Ludwig (Wilhelm Andreas Maria)",1861.0,1907.0,bolzano,münchen,"Thuille, Ludwig",Italy
24918,"Thybo, Leif",1922.0,1922.0,holsterbro,holsterbro,"Thybo, Leif",Denmark
24919,"Tiberti, Giacomo",1631.0,1689.0,,,"Tiberti, Giacomo",Thailand
24920,"Tiehsen, Otto",1817.0,1849.0,gdansk,berlin,"Tiehsen, Otto",Poland
24921,"Tigranian, Armen (Tigran)",1879.0,1950.0,alexandropol,tbilisi,"Tigranian, Armen",Armenia
24923,"Tijardovic, Ivo",1895.0,1976.0,split,zagreb,"Tijardovic, Ivo",Croatia
24927,"Tikotsky [Tsikotski], Evgeny (Karlovich)",1893.0,1970.0,st,minsk,"Tikotsky, Evgeny",USA
24931,"Tinel, Edgar (Pierre Joseph)",1854.0,1912.0,sinaai,brussel,"Tinel, Edgar",Belgium
24933,"Tippett,",,,sir,sir,"Tippett,",USA
24940,"Tirindelli, Pier Adolfo",1858.0,1937.0,conegliano,roma,"Tirindelli, Pier Adolfo",Italy
24942,"Tischhauser, Franz",1921.0,1921.0,berne,berne,"Tischhauser, Franz",Switzerland
24943,"Tishchenko, Boris (Ivanovich)",1939.0,1939.0,leningrad,leningrad,"Tishchenko, Boris",Russia
24944,"Titl, Anton Emil",1809.0,1882.0,pernstein,wien,"Titl, Anton Emil",Czechia
24948,"Titov, Alexey Nikolayevich",1769.0,1827.0,st,st,"Titov, Alexey Nikolayevich",USA
24961,"Titov, Sergey Nikolayevich",1770.0,1825.0,st,,"Titov, Sergey Nikolayevich",USA
24962,"Titus, Hiram",1947.0,1947.0,minneapolis,minneapolis,"Titus, Hiram",USA
24963,"Toch, Ernst",1887.0,1964.0,wien,santa,"Toch, Ernst",Austria
24967,"Toda, Kunio [Morikuni]",1915.0,1915.0,tokyo,tokyo,"Toda, Kunio",Japan
24969,"Toduta, Sigismund",1908.0,1991.0,simeria,cluj,"Toduta, Sigismund",Romania
24970,"Toeschi [Toesca de Castellamonte; von Toeska], Johann (Baptist) [Maria] Christoph",1735.0,1800.0,stuttgart,münchen,"Toeschi, Johann  Christoph",Germany
24971,"Toeschi [Toesca de Castellamonte; Toesca von Castellamonte], Karl Theodor",1768.0,1843.0,mannheim,münchen,"Toeschi, Karl Theodor",Germany
24972,"Tofft, Alfred",1865.0,1931.0,københavn,københavn,"Tofft, Alfred",Denmark
24974,"Tolbecque, Auguste",1830.0,1919.0,paris,niort,"Tolbecque, Auguste",France
24975,"Tolbecque, Jean-Baptiste-Joseph",1797.0,1869.0,hanzinne,paris,"Tolbecque, Jean-Baptiste-Joseph",Belgium
24976,"Toldrá, Eduardo",1895.0,1962.0,villanueva,barcelona,"Toldrá, Eduardo",USA
24977,"Tolstoy, Dmitri",1923.0,1923.0,berlin,berlin,"Tolstoy, Dmitri",Germany
24979,"Tomás, Guillermo",1868.0,1933.0,cienfuegos,habana,"Tomás, Guillermo",USA
24980,"Tomásek [Tomaschek], Václav Jan Krtitel [Wenzel Johann]",1774.0,1850.0,skutec,praha,"Tomásek, Václav Jan Krtitel",Czechia
24982,"Tomasi, Giovanni Battista",1656.0,1656.0,fl,fl,"Tomasi, Giovanni Battista",USA
24984,"Tomasi, Henri (Frédien)",1901.0,1971.0,marseilles,paris,"Tomasi, Henri",France
24992,"Tomeoni, Florido",1755.0,1820.0,camaiore,paris,"Tomeoni, Florido",Italy
24995,"Tomeoni, Pellegrino",1729.0,1816.0,lucca,lucca,"Tomeoni, Pellegrino",Italy
24998,"Tommasini, Vincenzo",1878.0,1950.0,roma,roma,"Tommasini, Vincenzo",Italy
25003,"Tonelli [De' Pietri], Antonio",1686.0,1765.0,carpi,carpi,"Tonelli, Antonio",Italy
25005,"Toni, Alceo",1884.0,1969.0,lugo,milano,"Toni, Alceo",Spain
25006,"Tonning, Gerard",1860.0,1940.0,stavanger,new,"Tonning, Gerard",Norway
25008,"Toradze, David (Alexandrovich)",1922.0,1922.0,tbilisi,tbilisi,"Toradze, David",Georgia
25011,"Torke, Michael",1962.0,1962.0,milwaukee,milwaukee,"Torke, Michael",USA
25015,"Torlez, ?",,,,,"Torlez, ?",Thailand
25016,"Tormis, Velio",1930.0,1930.0,kuusalu,kuusalu,"Tormis, Velio",Estonia
25017,"Torrance, George William",1835.0,1907.0,rathmines,kilkenny,"Torrance, George William",Ireland
25018,"Torrejón y Velasco, Tomás de",1644.0,1728.0,villarrobledo,lima,"Torrejón y Velasco, Tomás de",Spain
25019,"Torri, Pietro",1650.0,1737.0,peschiera,münchen,"Torri, Pietro",Italy
25045,"Tosatti, Vieri",1920.0,1999.0,roma,roma,"Tosatti, Vieri",Italy
25052,"Toselli, Enrico",1883.0,1926.0,firenze,firenze,"Toselli, Enrico",Italy
25054,"Tosi, Giuseppe Felice",,,,,"Tosi, Giuseppe Felice",Thailand
25066,"Toulmouche, Frédéric (Michel)",1850.0,1909.0,nantes,paris,"Toulmouche, Frédéric",France
25072,"Tournemire, Charles (Arnould)",1870.0,1939.0,bordeaux,arcachon,"Tournemire, Charles",France
25076,"Tovey,",,,sir,sir,"Tovey,",USA
25077,"Townsend, Douglas",1921.0,1921.0,new,new,"Townsend, Douglas",USA
25079,"Toyama, Yuzo",1931.0,1931.0,tokyo,tokyo,"Toyama, Yuzo",Japan
25080,"Toye, (Edward) Geoffrey",1889.0,1942.0,winchester,london,"Toye, Geoffrey",USA
25081,"Tozzi, Antonio",1736.0,1812.0,bologna,bologna,"Tozzi, Antonio",Italy
25101,"Tozzi, Vincenzo",1612.0,1675.0,roma,messina,"Tozzi, Vincenzo",Italy
25105,"Traetta [Trajetta], Tommaso (Michele Francesco Saverio)",1727.0,1779.0,bitonto,venezia,"Traetta, Tommaso",Italy
25163,"Trajetta [Traetta], Filippo",1777.0,1854.0,venezia,philadelphia,"Trajetta, Filippo",Italy
25165,"Trambitsky, Viktor (Nikolayevich)",1895.0,1970.0,brest,leningrad,"Trambitsky, Viktor",France
25173,"Tranchell, Peter (Andrew)",1922.0,1922.0,cuddalore,cuddalore,"Tranchell, Peter",India
25178,"Travenol, Louis-Antoine",1698.0,1783.0,paris,paris,"Travenol, Louis-Antoine",France
25180,"Travis, Roy (Elihu)",1922.0,1922.0,new,new,"Travis, Roy",USA
25182,"Treiber, Johann Philipp",1675.0,1727.0,arnstadt,jena,"Treiber, Johann Philipp",Germany
25183,"Trento, Vittorio",1761.0,1833.0,venezia,lisboa,"Trento, Vittorio",Italy
25192,"Treu [Trew, Fedele], Daniel Gottlob [Daniele Teofilo]",1695.0,1749.0,stuttgart,wroclaw,"Treu, Daniel Gottlob",Germany
25196,"Trial, Armand-Emmanuel",,,,,"Trial, Armand-Emmanuel",Thailand
25202,"Trial, Jean-Claude",1732.0,1771.0,avignon,paris,"Trial, Jean-Claude",France
25209,"Tricarico, Giuseppe",1623.0,1697.0,gallipoli,gallipoli,"Tricarico, Giuseppe",Turkey
25215,"Triebensee [Trübensee], Josef",1772.0,1846.0,wittingau,praha,"Triebensee, Josef",Czechia
25221,"Trimble, Lester (Albert)",1923.0,1923.0,bangor,bangor,"Trimble, Lester",USA
25223,"Tritto [Tritta], Giacomo (Domenico Mario Antonio Pasquale Giuseppe)",1733.0,1824.0,altamura,napoli,"Tritto, Giacomo",Italy
25232,"Trnecek, Hanus [Johann, Hans]",1858.0,1914.0,praha,praha,"Trnecek, Hanus",Czechia
25235,"Trojan, Václav",1907.0,1983.0,plzen,praha,"Trojan, Václav",Czechia
25236,"Trost, Johann Baptist Matthäus",,,,,"Trost, Johann Baptist Matthäus",Thailand
25241,"Truhn, Friedrich Hieronymus",1811.0,1886.0,elbing,berlin,"Truhn, Friedrich Hieronymus",Poland
25245,"Truman, Ernest Edwin Phillip",1870.0,1948.0,weston,darlinghurst,"Truman, Ernest Edwin Phillip",USA
25246,"Trunk, Richard",1879.0,1968.0,tauberbischofsheim,herrsching,"Trunk, Richard",Germany
25247,"Trythall, (Harry) Gil(bert)",1930.0,1930.0,knoxville,knoxville,"Trythall, Gil",USA
25250,"Tsintsadze, Sulkhan (Fyodorovich)",1925.0,1925.0,gori,gori,"Tsintsadze, Sulkhan",Georgia
25252,"Tsukatani, Akihirô",1919.0,1919.0,tokyo,tokyo,"Tsukatani, Akihirô",Japan
25255,"Tubin, Eduard",1905.0,1982.0,kallaste,stockholm,"Tubin, Eduard",Estonia
25257,"Tucek [Tuczek, Tutschek], Jan",1743.0,1783.0,,praha,"Tucek, Jan",Thailand
25260,"Tucek [Tuczek], [(Franz)] Vincenc [Vinzenz (Ferrerius)] (Tomás Václav)",1773.0,1820.0,praha,pest,"Tucek, Vincenc",Czechia
25283,"Tulikov, Serafim (Sergeyevich)",1914.0,1914.0,kaluga,kaluga,"Tulikov, Serafim",Russia
25284,"Turchi, Guido",1916.0,1916.0,roma,roma,"Turchi, Guido",Italy
25285,"Turina (y Perez), Joaquín",1882.0,1882.0,sevilla,sevilla,"Turina, Joaquín",Spain
25290,"Türk, Daniel Gottlob",1750.0,1813.0,claussnitz,halle,"Türk, Daniel Gottlob",Germany
25291,"Turnage, Mark-Anthony",1960.0,1960.0,essex,essex,"Turnage, Mark-Anthony",UK
25292,"Turner, Robert (Comrie)",1920.0,1920.0,montreal,montreal,"Turner, Robert",Canada
25295,"Turner, William",1651.0,1740.0,oxford,london,"Turner, William",UK
25297,"Turok, Paul (Harris)",1929.0,1929.0,new,new,"Turok, Paul",USA
25300,"Turski, Zbigniew",1908.0,1979.0,konstancin,warszawa,"Turski, Zbigniew",Poland
25301,"Tuukkanen, Kalervo",1909.0,1979.0,mikkeli,helsinki,"Tuukkanen, Kalervo",Finland
25302,"Tüzün, Ferit",1929.0,1977.0,istanbul,ankara,"Tüzün, Ferit",Turkey
25303,"Tveitt [Tveit], (Nils) Geirr",1908.0,1981.0,hardanger,oslo,"Tveitt, Geirr",USA
25309,"Twardowski, Romuald",1930.0,1930.0,vilnius,vilnius,"Twardowski, Romuald",Lithuania
25315,"Tyrrell, Agnes",1846.0,1883.0,brno,brno,"Tyrrell, Agnes",Czechia
25316,"Tzybin, Vladimir",1877.0,1949.0,ivanovo,moskva,"Tzybin, Vladimir",Russia
25318,"Uber, Christian Benjamin",1746.0,1812.0,wroclaw,wroclaw,"Uber, Christian Benjamin",Poland
25319,"Uber, Christian Friedrich Hermann",1781.0,1822.0,wroclaw,dresden,"Uber, Christian Friedrich Hermann",Poland
25323,"Uccellini, Marco",1603.0,1680.0,,forlimpopoli,"Uccellini, Marco",Thailand
25324,"Udbye, Martin Andreas",1820.0,1889.0,trondheim,trondheim,"Udbye, Martin Andreas",Norway
25328,"Ugarte, Floro M(anuel)",1884.0,1975.0,buenos,buenos,"Ugarte, Floro M",Argentina
25329,"Uhde, Johann Otto",1725.0,1766.0,insterburg,berlin,"Uhde, Johann Otto",Russia
25330,"Uhl, Alfred",1909.0,1992.0,wien,wien,"Uhl, Alfred",Austria
25331,"Ujj, Béla",1873.0,1942.0,wien,wien,"Ujj, Béla",Austria
25339,"Ulbrich, Maximilian",1741.0,1814.0,wien,wien,"Ulbrich, Maximilian",Austria
25342,"Ullinger, Augustin",1746.0,1781.0,ranoldsberg,freising,"Ullinger, Augustin",Germany
25347,"Ullmann, Viktor",1898.0,1944.0,teschen,oswiecim,"Ullmann, Viktor",Poland
25351,"Umlauf [Umlauff], Ignaz",1746.0,1796.0,wien,meidling,"Umlauf, Ignaz",Austria
25360,"Umlauf [Umlauff], Michael",1781.0,1842.0,wien,baden,"Umlauf, Michael",Austria
25364,"Unger, (Gustav) Hermann",1886.0,1958.0,kamenz,köln,"Unger, Hermann",Germany
25366,"Urbach, Otto",1871.0,1927.0,eisenach,dresden,"Urbach, Otto",Germany
25367,"Urbani, Peter",1749.0,1816.0,milano,dublin,"Urbani, Peter",Italy
25369,"Urbanner, Erich",1936.0,1936.0,innsbruck,innsbruck,"Urbanner, Erich",Austria
25371,"Uribe Holguín, Guillermo",1880.0,1971.0,bogotá,bogotá,"Uribe Holguín, Guillermo",Colombia
25372,"Urich, Jean",1849.0,1939.0,trinidad,london,"Urich, Jean",Tobago
25379,"Urreta, Alicia",1935.0,1986.0,veracruz,mexico,"Urreta, Alicia",Mexico
25380,"Ursino, Gennaro",1650.0,1714.0,roio,napoli,"Ursino, Gennaro",Italy
25383,"Urspruch, Anton",1850.0,1907.0,frankfurt,frankfurt,"Urspruch, Anton",Germany
25386,"Usandizaga, José Maria",1887.0,1915.0,san,san,"Usandizaga, José Maria",USA
25391,"Usiglio, Emilio",1841.0,1910.0,parma,milano,"Usiglio, Emilio",Italy
25398,"Uspensky, Viktor Alexandrovich",1879.0,1949.0,kaluga,tashkent,"Uspensky, Viktor Alexandrovich",Russia
25401,"Uttini, Francesco Antonio Baldassare",1723.0,1795.0,bologna,stockholm,"Uttini, Francesco Antonio Baldassare",Italy
25422,"Vaccai, Nicola",1790.0,1848.0,tolentino,pesaro,"Vaccai, Nicola",Italy
25446,"Vacek, Milos",1928.0,1928.0,horní,horní,"Vacek, Milos",Czechia
25451,"Vachon [Vasson, Waschon], Pierre",1731.0,1803.0,arles,berlin,"Vachon, Pierre",France
25455,"Vadé, Jean-Joseph",1719.0,1757.0,ham,paris,"Vadé, Jean-Joseph",USA
25478,"Vagner [Wagner], Genrikh Matusovich [Heinrich Matusowitsch]",1922.0,1922.0,zhiradov,zhiradov,"Vagner, Genrikh Matusovich",
25479,"Vajda, Janos",1949.0,1949.0,miskolc,miskolc,"Vajda, Janos",Hungary
25481,"Vakhnyanyn, Anatol'",1841.0,1908.0,sin,lvov,"Vakhnyanyn, Anatol",
25482,"Valek, Jiri",1923.0,1923.0,praha,praha,"Valek, Jiri",Czechia
25484,"Valente, Nicola",1881.0,1946.0,napoli,napoli,"Valente, Nicola",USA
25485,"Valente, Vincenzo",1855.0,1921.0,corigliano,napoli,"Valente, Vincenzo",USA
25492,"Valentini, Giovanni",1730.0,,napoli,,"Valentini, Giovanni",USA
25494,"Valentini, Giuseppe",1680.0,1759.0,firenze,paris,"Valentini, Giuseppe",Italy
25496,"Valentini [Valentino], Michelangelo [Michele Angelo]",1720.0,1768.0,napoli,,"Valentini, Michelangelo",USA
25503,"Valentini [Valentino], Pier [Pietro] Francesco [Pierfrancesco]",1570.0,1654.0,roma,roma,"Valentini, Pier Francesco",Italy
25509,"Valeri, Gaetano",1760.0,1822.0,padova,padova,"Valeri, Gaetano",Italy
25511,"Valledor y la Calle, Jacinto",1744.0,1809.0,madrid,madrid,"Valledor y la Calle, Jacinto",Spain
25514,"Vallerand, Jean",1915.0,1915.0,montreal,montreal,"Vallerand, Jean",Canada
25515,"Valle-Riestra, José Maria",1859.0,1925.0,lima,lima,"Valle-Riestra, José Maria",Peru
25518,"Valls (Gorina), Manuel",1920.0,1920.0,badalona,badalona,"Valls, Manuel",Spain
25520,"Valverde, Joaquin",1846.0,1910.0,badajoz,madrid,"Valverde, Joaquin",Spain
25529,"Valverde Sanjuán, Quinto [Joaquin]",1875.0,1918.0,madrid,mexico,"Valverde Sanjuán, Quinto",Spain
25546,"Vancura [Wanczura, Wanzura, Wanskura], Arnost [Ernest]",1750.0,1801.0,vamberk,st,"Vancura, Arnost",Czechia
25547,"Vandenbroek, Othon Joseph",1758.0,1832.0,ieper,passy,"Vandenbroek, Othon Joseph",Belgium
25557,"Van der Linden, Cornelis",1839.0,1918.0,dordrecht,amsterdam,"Van der Linden, Cornelis",Netherlands
25559,"Vandervelde, Janika",1955.0,1955.0,ripon,ripon,"Vandervelde, Janika",USA
25562,"Van de Woestijne, David",1915.0,1979.0,llanidloes,brussel,"Van de Woestijne, David",UK
25565,"Van [van] Durme, Jef [Josef]",1907.0,1965.0,kemzeke,brussel,"Van Durme, Jef",Belgium
25570,"Vanhal [van Hal, Vanhall, Wanhal], Johann Baptist [Jan Krtitel; Jan Ignatius]",1739.0,1813.0,nové,wien,"Vanhal, Johann Baptist",Italy
25573,"Vannarelli [Vanarelli], Francesco Antonio",1615.0,1676.0,roma,padova,"Vannarelli, Francesco Antonio",Italy
25574,"Vanzo, Vittorio Mario",1862.0,1945.0,padova,milano,"Vanzo, Vittorio Mario",Italy
25577,"Varèse, Edgard [Edgar] (Victor Achille Charles)",1883.0,1965.0,paris,new,"Varèse, Edgard",France
25579,"Varischino [Varischini], Giovanni",,,,,"Varischino, Giovanni",Thailand
25581,"Varney, Louis",1844.0,1908.0,new,paris,"Varney, Louis",USA
25618,"Varvoglis, Mario",1885.0,1967.0,bruxelles,athinai,"Varvoglis, Mario",Belgium
25620,"Vasilenko, Sergey (Nikiforovich)",1872.0,1956.0,moskva,moskva,"Vasilenko, Sergey",Russia
25626,"Vasiliev-Buglay, Dmitri",1888.0,1956.0,moskva,moskva,"Vasiliev-Buglay, Dmitri",Russia
25627,"Vassallo, Paolino",1856.0,1923.0,cospicua,valletta,"Vassallo, Paolino",Malta
25631,"Vasseur, Léon (Félix Augustin Joseph)",1844.0,1917.0,bapaume,paris,"Vasseur, Léon",France
25662,"Vaubourgoin, Jean-Fernand",1880.0,1952.0,bordeaux,bordeaux,"Vaubourgoin, Jean-Fernand",France
25664,"Vaucorbeil, Auguste-Emmanuel",1821.0,1884.0,rouen,paris,"Vaucorbeil, Auguste-Emmanuel",France
25667,"Vaughan Williams, Ralph",1872.0,1872.0,down,down,"Vaughan Williams, Ralph",USA
25676,"Vaynberg [Weinberg, Vainberg], Moyssey [Moisei, Moishei, Mieczyslaw] Samuilovich",1919.0,1996.0,warszawa,moskva,"Vaynberg, Moyssey Samuilovich",Poland
25686,"Vecchi, Orazio [Horatio] (Tiberio)",1550.0,1605.0,modena,modena,"Vecchi, Orazio",Italy
25687,"Veerhoff, Carlos",1926.0,1926.0,buenos,buenos,"Veerhoff, Carlos",Argentina
25691,"Veichtner, Franz Adam",1741.0,1822.0,regensburg,kalnciems,"Veichtner, Franz Adam",Germany
25694,"Velasquez, Glauco",1884.0,1914.0,napoli,rio,"Velasquez, Glauco",USA
25695,"Vella, Luigi",1868.0,1950.0,floriana,sliema,"Vella, Luigi",USA
25699,"Vella, Paolo",1873.0,1948.0,floriana,sliema,"Vella, Paolo",USA
25700,"Veneziano [Veneziani], Gaetano",1656.0,1716.0,bisceglie,napoli,"Veneziano, Gaetano",Italy
25701,"Veneziano, Giovanni",1683.0,1742.0,napoli,napoli,"Veneziano, Giovanni",USA
25705,"Vento, Mattia [Matthias]",1735.0,1776.0,napoli,london,"Vento, Mattia",USA
25728,"Venturelli, Giuseppe",1711.0,1775.0,rubiera,modena,"Venturelli, Giuseppe",Italy
25730,"Venturi del Nibbio, Stefano",,,,,"Venturi del Nibbio, Stefano",Thailand
25731,"Venzano, Luigi",1814.0,1878.0,genova,genova,"Venzano, Luigi",Italy
25732,"Veprik, Alexander (Moiseyevich)",1899.0,1958.0,balta,moskva,"Veprik, Alexander",Canada
25734,"Veracini, Francesco Maria",1690.0,1768.0,firenze,firenze,"Veracini, Francesco Maria",Italy
25738,"Verbytsky, Mykhaylo",1815.0,1870.0,ulyuchi,mlyny,"Verbytsky, Mykhaylo",USA
25739,"Verdi, Giuseppe (Fortunino Francesco)",1813.0,1901.0,le,milano,"Verdi, Giuseppe",USA
25775,"Veremans, Renaat",1894.0,1969.0,lierre,antwerpen,"Veremans, Renaat",Belgium
25779,"Veress, Sándor",1907.0,1992.0,cluj,bern,"Veress, Sándor",Romania
25780,"Veretti, Antonio",1900.0,1978.0,verona,roma,"Veretti, Antonio",Italy
25783,"Verheyden, Edward",1878.0,1959.0,antwerpen,antwerpen,"Verheyden, Edward",Belgium
25785,"Verheyen, Pierre Emmanuel",1750.0,1819.0,ghent,ghent,"Verheyen, Pierre Emmanuel",Belgium
25788,"Verikivsky [Verikovsky], Mykhaylo [Mikhail Ivanovich]",1896.0,1962.0,kremenets,kiev,"Verikivsky, Mykhaylo",Ukraine
25795,"Vernier, Jean Aimé",,,,,"Vernier, Jean Aimé",Thailand
25796,"Vernizzi [Vernici, Invernizzi, Invernici], Ottavio",1569.0,1649.0,bologna,bologna,"Vernizzi, Ottavio",Italy
25800,"Verocai, Giovanni",1700.0,1745.0,venezia,braunschweig,"Verocai, Giovanni",Italy
25812,"Verrall, John (Weedon)",1908.0,2001.0,britt,seattle,"Verrall, John",USA
25815,"Verstovsky, Alexey (Nikolayevich)",1799.0,1862.0,seliverstovo,moskva,"Verstovsky, Alexey",171480
