,composer,year_birth,year_death,place_birth,place_death,clean_name
14674,"Leoni, Franco",1864.0,1949.0,milano,london,"Leoni, Franco"
14684,"Leopold I,",1640.0,1705.0,kaiser,wien,"Leopold I,"
14696,"Leoz, Jesús García",1904.0,1953.0,olite,madrid,"Leoz, Jesús García"
14700,"Leps, Wassili",1870.0,1942.0,st,toronto,"Leps, Wassili"
14701,"Leroux, Xavier (Henry Napoléon)",1863.0,1919.0,velletri,paris,"Leroux, Xavier"
14715,"Leschetizky [Leszetycki], Theodor [Teodor]",1830.0,1915.0,lancut,dresden,"Leschetizky, Theodor"
14717,"Lescot, C. François",1720.0,1801.0,,,"Lescot, C. François"
14723,"Leslie, Henry (David)",1822.0,1896.0,london,llansaintfraid,"Leslie, Henry"
14725,"Lessel, Wincenty Ferdynand",1750.0,1825.0,jilové,pulawy,"Lessel, Wincenty Ferdynand"
14738,"Lesser, Wolfgang",1923.0,1923.0,wroclaw,wroclaw,"Lesser, Wolfgang"
14739,"Le Sueur [Leseuer], Jean-François",1760.0,1837.0,drucat,paris,"Le Sueur, Jean-François"
14747,"Letorey, Omer",1873.0,1938.0,châlon,paris,"Letorey, Omer"
14751,"Leva, Enrico de",1867.0,1955.0,napoli,napoli,"Leva, Enrico de"
14752,"Levadé, Charles (Gaston)",1869.0,1948.0,paris,paris,"Levadé, Charles"
14755,"Leveridge, Richard",1670.0,1758.0,,london,"Leveridge, Richard"
14761,"Levey [O'Shaugnessy], Richard Michael",1811.0,1899.0,dublin,dublin,"Levey, Richard Michael"
14762,"Levey, William Charles",1837.0,1894.0,dublin,london,"Levey, William Charles"
14766,"Levy, Marvin David",1932.0,1932.0,passaic,passaic,"Levy, Marvin David"
14772,"Lévy [Bétove], Michel-Maurice",1883.0,1965.0,ville,paris,"Lévy, Michel-Maurice"
14780,"Lewin, Frank",1925.0,1925.0,wroclaw,wroclaw,"Lewin, Frank"
14782,"Ley, Salvador",1907.0,1907.0,guatemala,guatemala,"Ley, Salvador"
14783,"Lhotka, Fran",1883.0,1962.0,wozice,zagreb,"Lhotka, Fran"
14785,"Lhotka-Kalinski, Ivo",1913.0,1987.0,zagreb,zagreb,"Lhotka-Kalinski, Ivo"
14794,"Lichtenstein, Karl August",,,freiherr,freiherr,"Lichtenstein, Karl August"
14804,"Lichtenthal, Peter",1780.0,1853.0,bratislava,milano,"Lichtenthal, Peter"
14805,"Lickl, Aegidius [Ferdinand] Karl",1803.0,1864.0,wien,trieste,"Lickl, Aegidius Karl"
14806,"Lickl, Johann Georg",1769.0,1843.0,korneuburg,pécs,"Lickl, Johann Georg"
14818,"Lidarti, Christian Joseph [Cristiano Giuseppe]",1730.0,1793.0,wien,pisa,"Lidarti, Christian Joseph"
14819,"Liderman, Jorge",1957.0,2008.0,buenos,el,"Liderman, Jorge"
14820,"Lidholm, Ingvar (Natanael)",1921.0,1921.0,jönköping,jönköping,"Lidholm, Ingvar"
14822,"Lidón, José",1748.0,1827.0,béjar,madrid,"Lidón, José"
14824,"Liebe, Eduard Ludwig",1819.0,1900.0,magdeburg,chur,"Liebe, Eduard Ludwig"
14825,"Liebermann, Rolf",1910.0,1999.0,zürich,paris,"Liebermann, Rolf"
14830,"Liepe, Emil",1860.0,1940.0,potsdam,berlin,"Liepe, Emil"
14831,"Lieurance, Thurlow (Weed)",1878.0,1963.0,oskaloosa,boulder,"Lieurance, Thurlow"
14832,"Ligeti, György (Sándor)",1923.0,2006.0,dicsöszetmárton,wien,"Ligeti, György"
14833,"Liljefors, Ingemar (Kristian)",1906.0,1981.0,göteborg,stockholm,"Liljefors, Ingemar"
14834,"Lillen, Ignace",1897.0,1964.0,lvov,den,"Lillen, Ignace"
14836,"Lillo, Giuseppe",1814.0,1863.0,galatina,napoli,"Lillo, Giuseppe"
14853,"Lima, Jeronymo Francisco de [Girolamo Francesco]",1743.0,1822.0,lisboa,lisboa,"Lima, Jeronymo Francisco de"
14859,"Limnander de Nieuwenhove, Armand Marie Ghislain",1814.0,1892.0,ghent,moignanville,"Limnander de Nieuwenhove, Armand Marie Ghislain"
14863,"Lincke, (Carl Emil) Paul",1866.0,1946.0,berlin,klausthal,"Lincke, Paul"
14874,"Lindberg, Oskar (Fredrik)",1887.0,1955.0,gagnef,stockholm,"Lindberg, Oskar"
14875,"Lindblad, Adolf Fredrik",1801.0,1878.0,skänninge,löfvingsborg,"Lindblad, Adolf Fredrik"
14876,"Linde, (Anders) Bo (Leif)",1933.0,1933.0,gävle,gävle,"Linde, Bo"
14877,"Lindpaintner, Peter Joseph von",1791.0,1856.0,koblenz,nonnenhorn,"Lindpaintner, Peter Joseph von"
14883,"Linley, George",1798.0,1865.0,leeds,london,"Linley, George"
14887,"Linley, Thomas",,,,,"Linley, Thomas"
14901,"Linstead, George (Frederick)",1908.0,1974.0,melrose,leeds,"Linstead, George"
14902,"Lioncourt, Guy de",1885.0,1961.0,caen,paris,"Lioncourt, Guy de"
14906,"Lipavský [Lipawsky], Josef [Joseph]",1772.0,1810.0,vysoké,wien,"Lipavský, Josef"
14909,"Lipinsky, Carl [Karl Józef]",1790.0,1861.0,radzyn,urlow,"Lipinsky, Carl"
14910,"Lishin, Grigori",1854.0,1888.0,st,st,"Lishin, Grigori"
14912,"Lisinski [Fuchs], Vatroslav [Ignacije]",1819.0,1854.0,zagreb,zagreb,"Lisinski, Vatroslav"
14914,"Liszt, Franz [Ferenc]",1811.0,1886.0,raiding,bayreuth,"Liszt, Franz"
14915,"Literes (Carrión), Antonio",1673.0,1747.0,artá,madrid,"Literes, Antonio"
14920,"Litolff, Henry (Charles)",1818.0,1891.0,london,bois,"Litolff, Henry"
14928,"Litta, Giulio",1822.0,1891.0,milano,vedano,"Litta, Giulio"
14935,"Liuzzi, Ferdinando [Fernando]",1884.0,1940.0,senigaglia,firenze,"Liuzzi, Ferdinando"
14936,"Liverati, Giovanni",1772.0,1846.0,bologna,firenze,"Liverati, Giovanni"
14948,"Lleó, Vicente",1870.0,1922.0,valencia,madrid,"Lleó, Vicente"
14958,"Lloyd, David (John) de",1883.0,1948.0,skewen,aberystwyth,"Lloyd, David de"
14960,"Lloyd, George (Walter Selwyn)",1913.0,1998.0,st,london,"Lloyd, George"
14963,"Lloyd, Jonathan",1948.0,1948.0,london,london,"Lloyd, Jonathan"
14964,"Lloyd Webber, Andrew",1948.0,1948.0,london,london,"Lloyd Webber, Andrew"
14965,"Lobe, Johann Christian",1797.0,1881.0,weimar,leipzig,"Lobe, Johann Christian"
14970,"Lôbo, Elias Álvares",1834.0,1901.0,itu,são,"Lôbo, Elias Álvares"
14972,"Locke [Lock], Matthew",1621.0,1677.0,exeter,london,"Locke, Matthew"
14979,"Lockwood, Normand",1906.0,2002.0,new,denver,"Lockwood, Normand"
14984,"Loder, Edward (James)",1813.0,1865.0,bath,london,"Loder, Edward"
14993,"Loder, George",1816.0,1868.0,bath,adelaide,"Loder, George"
14995,"Loder, Kate (Fanny)",1825.0,1904.0,bath,headley,"Loder, Kate"
14996,"Loeffler, Charles Martin (Tornow)",1861.0,1935.0,mulhouse,mefield,"Loeffler, Charles Martin"
14999,"Loevendie, Theo",1930.0,1930.0,amsterdam,amsterdam,"Loevendie, Theo"
15000,"Loewe, (Johann) Carl (Gottfried)",1796.0,1869.0,löbejün,kiel,"Loewe, Carl"
15006,"Loewengard, Max Julius",1860.0,1915.0,frankfurt,hamburg,"Loewengard, Max Julius"
15007,"Logar, Mihovil",1902.0,1902.0,rijeka,rijeka,"Logar, Mihovil"
15010,"Logroscino, Nicola Bonifacio",1698.0,1765.0,bitonto,palermo,"Logroscino, Nicola Bonifacio"
15049,"Löhlein, Georg Simon",1725.0,1781.0,neustadt,gdansk,"Löhlein, Georg Simon"
15050,"Löhner, Johann",1645.0,1705.0,nürnberg,nürnberg,"Löhner, Johann"
15053,"Löhse, Otto",1858.0,1925.0,dresden,baden,"Löhse, Otto"
15054,"Lombardini, Antonio",,,montagnana,,"Lombardini, Antonio"
15056,"Lomon, Ruth",1930.0,1930.0,montreal,montreal,"Lomon, Ruth"
15057,"Lonati [Leinati, Lunati, Lainati, Leonati], Carlo [Giovanni] Ambrogio [Ambrosio]",,,,,"Lonati, Carlo Ambrogio"
15067,"London, Edwin",1929.0,1929.0,philadelphia,philadelphia,"London, Edwin"
15069,"Loomis, Clarence",1889.0,1965.0,sioux,aptos,"Loomis, Clarence"
15076,"Loomis, Harvey Worthington",1865.0,1930.0,brooklyn,boston,"Loomis, Harvey Worthington"
15083,"Lopatnikov [Lopatnikoff], Nikolai [Nikolay] (Lvovich)",1903.0,1976.0,tallinn,pittsburgh,"Lopatnikov, Nikolai"
15084,"Lopes-Graça, Fernando",1906.0,1994.0,tomar,parede,"Lopes-Graça, Fernando"
15085,"López-Buchardo, Carlos",1881.0,1948.0,buenos,buenos,"López-Buchardo, Carlos"
15086,"Lo Presti, Ronald",1933.0,1933.0,williamstown,williamstown,"Lo Presti, Ronald"
15088,"Lorentz, Alfred",1872.0,1931.0,strasbourg,karlsruhe,"Lorentz, Alfred"
15093,"Lorentzen, Bent",1935.0,1935.0,stenvad,stenvad,"Lorentzen, Bent"
15102,"Lorenz, Alfred (Ottokar)",1868.0,1939.0,wien,münchen,"Lorenz, Alfred"
15103,"Lorenzani, Paolo",1640.0,1713.0,roma,roma,"Lorenzani, Paolo"
15105,"Lorenzi-Fabris, Ausonio de",1861.0,1935.0,montebelluna,venezia,"Lorenzi-Fabris, Ausonio de"
15109,"Lorenzini, Raimondo",,1806.0,roma,roma,"Lorenzini, Raimondo"
15110,"Lorenzo Fernândez, Oscar",1897.0,1948.0,rio,rio,"Lorenzo Fernândez, Oscar"
15111,"Lortzing, (Gustav) Albert",1801.0,1851.0,berlin,berlin,"Lortzing, Albert"
15129,"Lothar, Mark",1902.0,1902.0,berlin,berlin,"Lothar, Mark"
15136,"Lotti, Antonio",1667.0,1740.0,venezia,venezia,"Lotti, Antonio"
15167,"Lourié, Arthur (Vincent)",1892.0,1966.0,st,princeton,"Lourié, Arthur"
15169,"Løvenskjold, Herman Severin",1815.0,1870.0,holdensjärnbruck,københavn,"Løvenskjold, Herman Severin"
15170,"Lover, Samuel",1797.0,1868.0,dublin,st,"Lover, Samuel"
15177,"Lowtzky, Hermann",1871.0,1957.0,kamenetz,zürich,"Lowtzky, Hermann"
15178,"Lualdi, Adriano",1885.0,1971.0,larino,milano,"Lualdi, Adriano"
15190,"Luard-Selby, Bertram",1853.0,1918.0,ightham,glanford,"Luard-Selby, Bertram"
15193,"Luca, Severo [Saverio]",,,,,"Luca, Severo"
15199,"Lucantoni, Giovanni",1825.0,1902.0,rieti,paris,"Lucantoni, Giovanni"
15200,"Lucas, Charles",1808.0,1869.0,salisbury,london,"Lucas, Charles"
15201,"Lucas, Clarence",1866.0,1947.0,smithville,paris,"Lucas, Clarence"
15203,"Lucchesi [Luchesi], Andrea",1741.0,1801.0,motta,bonn,"Lucchesi, Andrea"
15212,"Lucio [Luccio, Luzzo], Francesco",1628.0,1658.0,venezia,venezia,"Lucio, Francesco"
15217,"Lucký, Stepan",1919.0,1919.0,zilina,zilina,"Lucký, Stepan"
15218,"Luders, Gustav (Carl)",1865.0,1913.0,bremen,new,"Luders, Gustav"
15227,"Ludewig, Wolfgang",1926.0,1926.0,marburg,marburg,"Ludewig, Wolfgang"
15228,"Ludwig, August",1865.0,1946.0,waldheim,dresden,"Ludwig, August"
15229,"Ludwig, Franz",1889.0,1955.0,kraslice,münster,"Ludwig, Franz"
15231,"Luigini, Alexandre(-Clément-Léon-Joseph)",1850.0,1906.0,lyons,paris,"Luigini, Alexandre"
15233,"Lukás, Zdenek",1928.0,1928.0,praha,praha,"Lukás, Zdenek"
15236,"Luke, Ray",1926.0,1926.0,fort,fort,"Luke, Ray"
15237,"Lulier, Giovanni Lorenzo",,,,,"Lulier, Giovanni Lorenzo"
15239,"Lully [Lulli], Jean-Baptiste [Giovanni Battista]",1632.0,1687.0,firenze,paris,"Lully, Jean-Baptiste"
15255,"Lully, Jean-Baptiste",,,,,"Lully, Jean-Baptiste"
15257,"Lully, Jean-Louis",,,,,"Lully, Jean-Louis"
15258,"Lully, Louis",1664.0,1734.0,paris,paris,"Lully, Louis"
15261,"Lumbye, Georg (August)",1843.0,1922.0,københavn,københavn,"Lumbye, Georg"
15263,"Luna (y Carné), Pablo",1880.0,1942.0,alhama,madrid,"Luna, Pablo"
15272,"Lundquist, Torbjörn (Iwan)",1920.0,1920.0,stockholm,stockholm,"Lundquist, Torbjörn"
15273,"Lupi, Roberto",1908.0,1971.0,milano,dornach,"Lupi, Roberto"
15277,"Luporini, Gaetano",1865.0,1948.0,lucca,lucca,"Luporini, Gaetano"
15281,"Lusse [Delusse, D. L.], (Charles) de",1720.0,1774.0,,,"Lusse, de"
15282,"Lutyens, (Agnes) Elizabeth",1906.0,1983.0,london,london,"Lutyens, Elizabeth"
15292,"Lutz, (Wilhelm) Meyer",1822.0,1903.0,männerstadt,london,"Lutz, Meyer"
15307,"Lux, Friedrich",1820.0,1895.0,ruhla,mainz,"Lux, Friedrich"
15310,"Luzzi, Luigi",1828.0,1876.0,olevano,stradella,"Luzzi, Luigi"
15311,"Lvov [L'vov], Alexey Fyodorovich",1798.0,1870.0,reval,romano,"Lvov, Alexey Fyodorovich"
15314,"Lyatoshyns'ky [Liatoshisky], Boris Mykolayovich [Nikolayevich]",1895.0,1968.0,zhitomir,kiev,"Lyatoshynsky, Boris Mykolayovich"
15317,"Lybbert, Donald",1923.0,1981.0,cresco,norwalk,"Lybbert, Donald"
15319,"Lyford, Ralph",1882.0,1882.0,worcester,worcester,"Lyford, Ralph"
15320,"Lysenko [Lisenko, Lissenko], Mykola (Vytal'yevych) [Nikolai Vitalievich]",1842.0,1912.0,hrynky,kiev,"Lysenko, Mykola"
15334,"Lyudkevych [Ludkewycz], Stanislav [Stanislaus] Pylypovych",1879.0,1979.0,jaroslaw,lvov,"Lyudkevych, Stanislav Pylypovych"
15336,"Ma'ayani, Ami",1936.0,1936.0,ramat,ramat,"Maayani, Ami"
15338,"Mabellini, Teodulo",1817.0,1897.0,pistoia,firenze,"Mabellini, Teodulo"
15347,"Macbeth, Allan",1856.0,1910.0,greenock,glasgow,"Macbeth, Allan"
15348,"Maccari [Macari], Giacomo",1700.0,1744.0,roma,venezia,"Maccari, Giacomo"
15350,"Maccioni, Giovanni Battista [Giambattista]",,1678.0,orvieto,roma,"Maccioni, Giovanni Battista"
15351,"MacCunn, Hamish",1868.0,1916.0,greenock,london,"MacCunn, Hamish"
15354,"Macfarren,",,,sir,sir,"Macfarren,"
15372,"Mácha, Otmar",1922.0,1922.0,ostrava,ostrava,"Mácha, Otmar"
15375,"Machado, Augusto (de Oliveira)",1845.0,1924.0,lisboa,lisboa,"Machado, Augusto"
15382,"Machavariani, Alexey (Davidovich)",1913.0,1995.0,gori,tbilisi,"Machavariani, Alexey"
15385,"Machover, Tod",1953.0,1953.0,new,new,"Machover, Tod"
15386,"Mackenzie,",,,sir,sir,"Mackenzie,"
15394,"Mackey, Steven",1956.0,1956.0,frankfurt,frankfurt,"Mackey, Steven"
15395,"Maclean [Morarven], Alick [Alexander]",1872.0,1936.0,eton,london,"Maclean, Alick"
15403,"Maclean, Hector R.",,,,,"Maclean, Hector R."
15404,"MacMillan,",,,sir,sir,"MacMillan,"
15405,"Maconchy [LeFanu],",,,dame,dame,"Maconchy,"
15412,"Maderna, Bruno",1920.0,1973.0,venezia,darmstadt,"Maderna, Bruno"
15416,"Madetoja, Leevi (Antti)",1887.0,1947.0,oulu,helsinki,"Madetoja, Leevi"
15418,"Maes, Jef",1905.0,1905.0,antwerpen,antwerpen,"Maes, Jef"
15420,"Maganini, Quinto",1897.0,1974.0,fairfield,greenwich,"Maganini, Quinto"
15421,"Maggioni, Aurelio Antonio",1908.0,1985.0,milano,,"Maggioni, Aurelio Antonio"
15422,"Maggiore, Francesco",1715.0,1782.0,napoli,nederland,"Maggiore, Francesco"
15435,"Magnard, (Lucien-Denis-Gabriel-)Albéric",1865.0,1914.0,paris,baron,"Magnard, Albéric"
15438,"Magni, Paolo",1650.0,1737.0,milano,milano,"Magni, Paolo"
15452,"Magri, Giuseppe",1875.0,1947.0,vittoriosa,hamrun,"Magri, Giuseppe"
15454,"Mahler, Gustav",1860.0,1911.0,kaliste,wien,"Mahler, Gustav"
15458,"Mahomayev [Magomayev], (Abdul) Muslim",1885.0,1937.0,groznïy,nalchik,"Mahomayev, Muslim"
15462,"Maiboroda, Georgi",1913.0,1992.0,pelekhovshchina,kiev,"Maiboroda, Georgi"
15466,"Maillart, Aimé [Louis]",1817.0,1871.0,montpellier,moulins,"Maillart, Aimé"
15472,"Mailman, Martin",1932.0,1932.0,new,new,"Mailman, Martin"
15473,"Maizel, Boris",1907.0,1986.0,st,moskva,"Maizel, Boris"
15474,"Majo, Gian Francesco (de) [Ciccio]",1732.0,1770.0,napoli,napoli,"Majo, Gian Francesco"
15498,"Majo [di Maio], Giuseppe de",1697.0,1771.0,napoli,napoli,"Majo, Giuseppe de"
15505,"Major [Mayer], (Jakab) Gyula [Julius]",1858.0,1925.0,kosice,budapest,"Major, Gyula"
15509,"Makarova, Nina",1908.0,1976.0,yurino,moskva,"Makarova, Nina"
15510,"Makedonski, Kiril",1925.0,1984.0,bitol,skopje,"Makedonski, Kiril"
15512,"Makino, Yutaka",1930.0,1930.0,tokyo,tokyo,"Makino, Yutaka"
15519,"Malashkin, Leonid",1842.0,1902.0,,moskva,"Malashkin, Leonid"
15520,"Maldere, Pierre van",1729.0,1768.0,bruxelles,bruxelles,"Maldere, Pierre van"
15527,"Malec, Ivo",1925.0,1925.0,zagreb,zagreb,"Malec, Ivo"
15528,"Malfiggiani, Giuseppe W.",1828.0,1893.0,valletta,valletta,"Malfiggiani, Giuseppe W."
15531,"Malherbe, Charles (Théodore)",1853.0,1911.0,paris,cormeilles,"Malherbe, Charles"
15532,"Malherbe, Edmond Paul Henri",1870.0,1963.0,paris,corbeil,"Malherbe, Edmond Paul Henri"
15540,"Malipiero, Francesco",1824.0,1887.0,rovigo,venezia,"Malipiero, Francesco"
15544,"Malipiero, Gian Francesco",1882.0,1973.0,venezia,treviso,"Malipiero, Gian Francesco"
15591,"Malipiero, Riccardo",1914.0,1914.0,milano,milano,"Malipiero, Riccardo"
15594,"Malling, Jørgen (Henrik)",1836.0,1905.0,københavn,københavn,"Malling, Jørgen"
15596,"Malzat, Johann Michael",1749.0,1787.0,wien,innsbruck,"Malzat, Johann Michael"
15597,"Mamangakis, Nicos",1929.0,1929.0,rethymnon,rethymnon,"Mamangakis, Nicos"
15599,"Mamiya, Michio",1929.0,1929.0,asahikawa,asahikawa,"Mamiya, Michio"
15602,"Mana-Zucca [Zuccamana; Zuckermann, Gizella (Augusta)]",1887.0,1981.0,new,miami,Mana-Zucca
15604,"Mancia [Manza], Luigi",1665.0,1708.0,veneto,,"Mancia, Luigi"
15615,"Mancinelli, Luigi",1848.0,1921.0,orvieto,roma,"Mancinelli, Luigi"
15620,"Mancini, Francesco",1672.0,1737.0,napoli,napoli,"Mancini, Francesco"
15641,"Mancini, Giambattista [Giovanni Battista]",1714.0,1800.0,ascoli,wien,"Mancini, Giambattista"
15642,"Mandelbaum, (Mayer) Joel",1932.0,1932.0,new,new,"Mandelbaum, Joel"
15646,"Mandic, Josip",1883.0,1959.0,trieste,praha,"Mandic, Josip"
15648,"Mandl, Richard",1859.0,1918.0,prossnitz,wien,"Mandl, Richard"
15649,"Manelli [Mannelli], Francesco Il Fasolo (?)",1594.0,1667.0,tivoli,parma,"Manelli, Francesco Il Fasolo"
15658,"Manén, Juan",1883.0,1971.0,barcelona,barcelona,"Manén, Juan"
15665,"Manfredini, Vincenzo",1737.0,1799.0,pistoia,st,"Manfredini, Vincenzo"
15673,"Mangold, Carl (Ludwig) Amand",1813.0,1889.0,darmstadt,oberstdorf,"Mangold, Carl Amand"
15680,"Mangold, (Johann) Wilhelm",1796.0,1875.0,darmstadt,darmstadt,"Mangold, Wilhelm"
15682,"Mann, Leslie (Douglas)",1923.0,1977.0,edmonton,balmoral,"Mann, Leslie"
15683,"Manna, Cristoforo",1704.0,,napoli,napoli,"Manna, Cristoforo"
15684,"Manna, Gennaro",1715.0,1779.0,napoli,napoli,"Manna, Gennaro"
15698,"Manneke, Daan",1939.0,1939.0,kruiningen,kruiningen,"Manneke, Daan"
15699,"Manning, Kathleen Lockhart",1890.0,1951.0,hollywood,los,"Manning, Kathleen Lockhart"
15701,"Mannino, Franco",1924.0,2005.0,palermo,roma,"Mannino, Franco"
15715,"Manolov, Emanuil",1860.0,1902.0,gabrovo,kazanlak,"Manolov, Emanuil"
15716,"Manrique de Lara (y Berry), Manuel",1863.0,1929.0,cartagena,st,"Manrique de Lara, Manuel"
15718,"Manschinger [Vernon, Leslie], Kurt",1902.0,1968.0,zeil,new,"Manschinger, Kurt"
15723,"Manziarly, Marcelle de",1899.0,1989.0,kharkov,ojai,"Manziarly, Marcelle de"
15724,"Manzoni, Giacomo",1932.0,1932.0,milano,milano,"Manzoni, Giacomo"
15728,"Marais, Marin",1656.0,1728.0,paris,paris,"Marais, Marin"
15732,"Marazzoli, Marco",,,,,"Marazzoli, Marco"
15743,"Marcello, Benedetto",1686.0,1739.0,venezia,brescia,"Marcello, Benedetto"
15751,"Marchand, Louis",1669.0,1732.0,lyon,paris,"Marchand, Louis"
15752,"Marchetti, Filippo",1831.0,1902.0,bolognola,roma,"Marchetti, Filippo"
15759,"Marchi, Giovanni Maria",,1740.0,,milano,"Marchi, Giovanni Maria"
15763,"Marcori [Marcuori], Adamo",1763.0,1808.0,arezzo,montenero,"Marcori, Adamo"
15764,"Maréchal, (Charles-)Henri",1842.0,1924.0,paris,paris,"Maréchal, Henri"
15772,"Marenco, Romualdo",1841.0,1907.0,novi,milano,"Marenco, Romualdo"
15777,"Marescalchi, Luigi",1745.0,1805.0,bologna,,"Marescalchi, Luigi"
15782,"Maretzek [Marecek], Max",1821.0,1897.0,brno,staten,"Maretzek, Max"
15784,"Marez Oyens, Tera de",1932.0,1932.0,velzen,velzen,"Marez Oyens, Tera de"
15785,"Margola, Franco",1908.0,1992.0,orzinuovi,nave,"Margola, Franco"
15786,"Maria Antonia Walpurgis,",1724.0,1780.0,kurfürstin,dresden,"Maria Antonia Walpurgis,"
15788,"Marinelli, Gaetano",1754.0,1820.0,napoli,,"Marinelli, Gaetano"
15796,"Marinuzzi, Gino [Giuseppe]",1882.0,1945.0,palermo,milano,"Marinuzzi, Gino"
15799,"Marinuzzi, Gino",1920.0,1996.0,new,roma,"Marinuzzi, Gino"
15800,"Mariotte, Antoine",1875.0,1944.0,avignon,izieux,"Mariotte, Antoine"
15806,"Márkos, Albert",1914.0,1914.0,cristurul,cristurul,"Márkos, Albert"
15807,"Markull, Friedrich Wilhelm",1816.0,1887.0,reichenbach,gdansk,"Markull, Friedrich Wilhelm"
15810,"Marliani,",,,conte,conte,"Marliani,"
15815,"Maros, Miklós",1943.0,1943.0,pécs,pécs,"Maros, Miklós"
15818,"Marpurg, Friedrich",1825.0,1884.0,paderborn,wiesbaden,"Marpurg, Friedrich"
15821,"Marqués y García, Pedro Miguel",1843.0,1918.0,palma,palma,"Marqués y García, Pedro Miguel"
15824,"Marschalk, Max",1863.0,1940.0,berlin,poberow,"Marschalk, Max"
15826,"Marschner, Heinrich August",1795.0,1861.0,zittau,hannover,"Marschner, Heinrich August"
15842,"Marsh, Stephan Hale Alonzo",1805.0,1888.0,london,san,"Marsh, Stephan Hale Alonzo"
15843,"Marshall-Hall, George W(illiam) L(ouis)",1862.0,1915.0,london,melbourne,"Marshall-Hall, George W L"
15846,"Marsick, Armand (Louis Joseph)",1877.0,1959.0,liège,haine,"Marsick, Armand"
15849,Marteau. Henri,1874.0,1934.0,rheims,lichtenberg,Marteau. Henri
15850,"Martelli, Henri",1895.0,1980.0,santa,paris,"Martelli, Henri"
15853,"Martin, Frank",1890.0,1974.0,génève,naarden,"Martin, Frank"
15855,"Martín y Soler [Martini], (Atanasio Martín Ignacio) [Ignaz] Vicente [Vincenzo] (Tadeo Francisco Pellegrin)",,,,,"Martín y Soler,Vicente"
15877,"Martinenghi, Antonio Francesco",,,,,"Martinenghi, Antonio Francesco"
15881,"Martinez, Odaline de la",1949.0,1949.0,matanzas,matanzas,"Martinez, Odaline de la"
15882,"Martini,",,,padre,padre,"Martini,"
15887,"Martini, Giovanni Marco",1650.0,1730.0,venezia,venezia,"Martini, Giovanni Marco"
15888,"Martini [Martin, Martini il Tedesco, Schwarzendorf], Johann Paul Aegidius [Ágid] [Jean Paul Egide]",1741.0,1816.0,freystadt,paris,"Martini, Johann Paul Aegidius"
15901,"Martinon, Jean",1910.0,1976.0,lyon,paris,"Martinon, Jean"
15902,"Martins, Maria de Lourdes",1926.0,1926.0,lisboa,lisboa,"Martins, Maria de Lourdes"
15903,"Martinu, Bohuslav (Jan)",1890.0,1959.0,policka,liestal,"Martinu, Bohuslav"
15920,"Martirano, Salvatore",1927.0,1995.0,yonkers,,"Martirano, Salvatore"
15921,"Marttinen, Tauno",1912.0,2008.0,helsinki,janakkala,"Marttinen, Tauno"
15952,"Marty, Georges-Eugène",1860.0,1908.0,paris,paris,"Marty, Georges-Eugène"
15955,"Marx, Adolf Bernhard",1795.0,1866.0,halle,berlin,"Marx, Adolf Bernhard"
15956,"Marxsen, Eduard",1806.0,1887.0,nienstädten,altona,"Marxsen, Eduard"
15957,"Maryon(-d'Aulby), (John) Edward",1867.0,1954.0,london,london,"Maryon, Edward"
15973,"Marzo, Eduardo",1852.0,1929.0,napoli,new,"Marzo, Eduardo"
15974,"Masanetz, Guido",1914.0,1914.0,friedeck,friedeck,"Masanetz, Guido"
15982,"Mascagni, Pietro",1863.0,1945.0,livorno,roma,"Mascagni, Pietro"
16004,"Mascheroni, Edoardo",1852.0,1941.0,milano,ghirla,"Mascheroni, Edoardo"
16006,"Masek, Pavel Lambert",1761.0,1826.0,zvíkovec,wien,"Masek, Pavel Lambert"
16008,"Masek, (Vaclav) Vincenc [Vincenz]",1755.0,1831.0,zvíkovec,praha,"Masek, Vincenc"
16009,"Masetti, Enzo",1893.0,1961.0,bologna,roma,"Masetti, Enzo"
16013,"Masini, Antonio",1639.0,1678.0,roma,roma,"Masini, Antonio"
16014,"Massa, Juan Bautista",1885.0,1938.0,buenos,rosario,"Massa, Juan Bautista"
16020,"Massa, Nicolò",1854.0,1894.0,calice,genova,"Massa, Nicolò"
16024,"Massana (Bertrán), Antonio",1890.0,1966.0,barcelona,raimat,"Massana, Antonio"
16026,"Massarani, Renzo",1898.0,1975.0,mantova,rio,"Massarani, Renzo"
16034,"Massé, Victor [Félix-Marie]",1822.0,1884.0,lorient,paris,"Massé, Victor"
16057,"Massenet, Jules-Émile-Frédéric",1842.0,1912.0,montaud,paris,"Massenet, Jules-Émile-Frédéric"
16104,"Mastini, Giovanni Battista",1700.0,1771.0,panne,fermo,"Mastini, Giovanni Battista"
16108,"Matej, Josef",1922.0,1922.0,brusperk,brusperk,"Matej, Josef"
16109,"Mathias, William (James)",1934.0,1934.0,whitland,whitland,"Mathias, William"
16110,"Mathieu, Émile(-Louis-Victor)",1844.0,1932.0,lille,ghent,"Mathieu, Émile"
16116,"Mathieu [Lépidor], Michel-Julien",1740.0,1777.0,fontainebleau,,"Mathieu, Michel-Julien"
16117,"Matho [Matant; Matau; Mathau; Matheau; Matos; Matot; Mattan], Jean-Baptiste",1660.0,1746.0,bretagne,versailles,"Matho, Jean-Baptiste"
16124,"Mátray [Róthkrepf], Gábor",1797.0,1875.0,nagykáta,budapest,"Mátray, Gábor"
16125,"Mattei, Tito",1841.0,1914.0,campobasso,london,"Mattei, Tito"
