,composer,year_birth,year_death,place_birth,place_death,clean_name
6274,"Desormery [Désormerie], Léopold-Bastien",1740.0,1810.0,bayon,beauvais,"Desormery, Léopold-Bastien"
6279,"Desportes, Yvonne (Berthe Melitta)",1907.0,1993.0,coburg,paris,"Desportes, Yvonne"
6284,"Dessau, Paul",1894.0,1979.0,hamburg,berlin,"Dessau, Paul"
6295,"Dessauer, Josef [Joseph]",1798.0,1876.0,praha,mödling,"Dessauer, Josef"
6300,"Destouches, André-Cardinal",1672.0,1749.0,paris,paris,"Destouches, André-Cardinal"
6311,"Destouches, Franz (Seraph) von",1772.0,1844.0,münchen,münchen,"Destouches, Franz von"
6314,"Deszczynski, Józef",1781.0,1844.0,vilnius,horodyszcze,"Deszczynski, Józef"
6316,"Deutsch, Max",1892.0,1982.0,wien,paris,"Deutsch, Max"
6319,"Devcic, Natko",1914.0,1914.0,glina,glina,"Devcic, Natko"
6320,"Devienne, François",1759.0,1803.0,joinville,charenton,"Devienne, François"
6333,"Devin-Duvivier, Jean-Adolphe-Hippolyte",1827.0,,liverpool,,"Devin-Duvivier, Jean-Adolphe-Hippolyte"
6334,"Devreese, Frédéric",1929.0,1929.0,amsterdam,amsterdam,"Devreese, Frédéric"
6336,"Dezède [De Zède. Dezèdes, Desaides, De Zaides], Nicolas [Alexandre?]",1742.0,1792.0,,paris,"Dezède, Nicolas"
6360,"D'Harcourt [d'Harcourt], Eugène",1859.0,1918.0,paris,locarno,"DHarcourt, Eugène"
6361,"D'Hoedt, Henri-Georges",1885.0,1936.0,ghent,bruxelles,"DHoedt, Henri-Georges"
6362,"Diabelli, Anton",1781.0,1858.0,mattsee,wien,"Diabelli, Anton"
6363,"Diacono, Carlo",1876.0,1942.0,zejtun,lija,"Diacono, Carlo"
6365,"Diaz (de la Peña), Eugène(-Emile)",1837.0,1901.0,paris,coleville,"Diaz, Eugène"
6368,"Dibdin, Charles",1745.0,1814.0,dibdin,london,"Dibdin, Charles"
6432,"Dickinson, Clarence",1873.0,1969.0,lafayette,new,"Dickinson, Clarence"
6434,"Dickinson, Peter",1934.0,1934.0,lytham,lytham,"Dickinson, Peter"
6435,"Di Domenica, Robert",1927.0,1927.0,new,new,"Di Domenica, Robert"
6436,"Dieren, Bernard van",1887.0,1936.0,rotterdam,london,"Dieren, Bernard van"
6437,"Diet, Edmond-Marie",1854.0,1924.0,paris,paris,"Diet, Edmond-Marie"
6442,"Dieter, Christian Ludwig",1757.0,1822.0,ludwigsburg,stuttgart,"Dieter, Christian Ludwig"
6455,"Dietrich, Albert (Hermann)",1829.0,1908.0,forsthaus,berlin,"Dietrich, Albert"
6458,"Dietsch [Dietzch, Dietz], (Pierre-)Louis(-Philippe)",1808.0,1865.0,dijon,paris,"Dietsch, Louis"
6459,"Dijk, Jan van",1918.0,1918.0,oostzaan,oostzaan,"Dijk, Jan van"
6461,"Dimas de Melo Pimenta, Emanuel",1957.0,1957.0,são,são,"Dimas de Melo Pimenta, Emanuel"
6462,"Dimitrescu, Constantin",1847.0,1928.0,blejoi,bucuresti,"Dimitrescu, Constantin"
6466,"Dimmler [Dimler, Dümler], Franz Anton",1753.0,1827.0,mannheim,münchen,"Dimmler, Franz Anton"
6469,"Dimov, Ivan",1927.0,1927.0,kazanlak,kazanlak,"Dimov, Ivan"
6471,"Dittersdorf, Karl Ditters von",1739.0,1799.0,wien,schloss,"Dittersdorf, Karl Ditters von"
6515,"Dluski, Erazm",1857.0,1923.0,szczuczynce,otwock,"Dluski, Erazm"
6520,"Döbber, Johannes",1866.0,1921.0,berlin,berlin,"Döbber, Johannes"
6531,"Dobronic, Antun",1878.0,1955.0,jelsa,zagreb,"Dobronic, Antun"
6538,"Dobrzynski, Ignacy Feliks",1807.0,1867.0,romanów,warszawa,"Dobrzynski, Ignacy Feliks"
6539,"Doche, Alexandre Pierre Joseph",1799.0,1849.0,,st,"Doche, Alexandre Pierre Joseph"
6541,"Doche, Joseph-Denis",1766.0,1825.0,paris,soissons,"Doche, Joseph-Denis"
6543,"Dodgson, Stephen",1924.0,1924.0,london,london,"Dodgson, Stephen"
6544,"Doelle, Franz",1883.0,1965.0,mönchengladbach,leverkusen,"Doelle, Franz"
6546,"Döhler, Theodor (von)",1814.0,1856.0,napoli,firenze,"Döhler, Theodor"
6547,"Dohnányi, Ernö [Ernst von]",1877.0,1960.0,bratislava,new,"Dohnányi, Ernö"
6550,"Doire, René",1879.0,1959.0,evreux,paris,"Doire, René"
6551,"Dolin, Samuel (Joseph)",1917.0,2002.0,montreal,midland,"Dolin, Samuel"
6552,"Domenico [Domenici], Gianpaolo di [Paolo, Giampaolo de, Giovan Paolo de",,,napoli,,"Domenico, Gianpaolo di Paolo, Giampaolo de, Giovan Paolo de"
6555,"Dominiceti, Cesare",1821.0,1888.0,desenzano,sesto,"Dominiceti, Cesare"
6563,"Donati, Pino",1907.0,1975.0,verona,roma,"Donati, Pino"
6565,"Donaudy, Stefano",1879.0,1925.0,palermo,napoli,"Donaudy, Stefano"
6571,"Donizetti [Ciummei], Alfredo",1867.0,1921.0,izmir,rosario,"Donizetti, Alfredo"
6573,"Donizetti, Gaetano",1797.0,1848.0,bergamo,bergamo,"Donizetti, Gaetano"
6658,"Donnini, Girolamo",,1752.0,,bonn,"Donnini, Girolamo"
6660,"Dopper, Cornelis",1870.0,1939.0,stadskanaal,amsterdam,"Dopper, Cornelis"
6665,"Doppler, Árpád",1857.0,1857.0,pest,pest,"Doppler, Árpád"
6667,"Doppler, (Albert) Franz [Ferenc]",1821.0,1883.0,lvov,baden,"Doppler, Franz"
6674,"Doppler, Karl [Károly]",1825.0,1900.0,lvov,stuttgart,"Doppler, Karl"
6675,"Doran, Matt (Higgins)",1921.0,1921.0,covington,covington,"Doran, Matt"
6678,"Doret, Gustave",1866.0,1943.0,aigle,lausanne,"Doret, Gustave"
6686,"Dorn, Alexander (Julius Paul)",1833.0,1901.0,riga,berlin,"Dorn, Alexander"
6687,"Dorn, Heinrich (Ludwig Egmont)",1804.0,1892.0,königsberg,berlin,"Dorn, Heinrich"
6700,"Dornel, Louis-Antoine",1680.0,1756.0,,paris,"Dornel, Louis-Antoine"
6701,"Doss, Adolf von",1823.0,1886.0,pfarrkirchen,roma,"Doss, Adolf von"
6707,"Dostal, Nico",1895.0,1981.0,korneuburg,salzburg,"Dostal, Nico"
6720,Dotzauer. (Justus Johann) Friedrich,1783.0,1860.0,häselrieth,dresden,Dotzauer. Friedrich
6721,"Douay, Georges",1840.0,,paris,,"Douay, Georges"
6763,"Doubrava, Jaroslav",1909.0,1960.0,chrudim,praha,"Doubrava, Jaroslav"
6766,"Douglas, Clive Martin",1903.0,1977.0,rushworth,melbourne,"Douglas, Clive Martin"
6770,"Dourlen, Victor(-Charles-Paul)",1780.0,1864.0,dunkerque,batignolles,"Dourlen, Victor"
6779,"Draeseke, Felix (August Bernhard)",1835.0,1913.0,coburg,dresden,"Draeseke, Felix"
6785,"Draghi, Antonio",1634.0,1700.0,rimini,wien,"Draghi, Antonio"
6908,"Dragoi, Sabín V(asile)",1894.0,1968.0,seliste,bucuresti,"Dragoi, Sabín V"
6914,"Drake, Earl R(oss)",1865.0,1916.0,aurora,chicago,"Drake, Earl R"
6916,"Drake, Erik",1788.0,1870.0,föllingsö,stockholm,"Drake, Erik"
6918,"Drdla, Frantisek [Franz] Alois",1869.0,1944.0,zdár,bad,"Drdla, Frantisek Alois"
6921,"Drechsler, Joseph",1782.0,1852.0,vlachovo,wien,"Drechsler, Joseph"
6924,"Dresden, Sem",1881.0,1957.0,amsterdam,den,"Dresden, Sem"
6926,"Dresher, Paul (Joseph)",1951.0,1951.0,los,los,"Dresher, Paul"
6935,"Dressel, Erwin",1909.0,1972.0,berlin,berlin,"Dressel, Erwin"
6942,"Dreszer, Anastazy Wilhelm",1845.0,1907.0,kalisz,halle,"Dreszer, Anastazy Wilhelm"
6943,"Drexel, Johann Chrysostom",1758.0,1801.0,diessen,augsburg,"Drexel, Johann Chrysostom"
6947,"Dreyfus, George (Georg)",1928.0,1928.0,wuppertal,wuppertal,"Dreyfus, George"
6952,"Dreyschock, Alexander",1818.0,1869.0,zack,venezia,"Dreyschock, Alexander"
6953,"Drieberg, Friedrich von",1780.0,1856.0,charlottenburg,charlottenburg,"Drieberg, Friedrich von"
6955,"Driessler, Johannes",1921.0,1921.0,friedrichsthal,friedrichsthal,"Driessler, Johannes"
6959,"Drigo, Riccardo",1846.0,1930.0,padova,padova,"Drigo, Riccardo"
6964,"Druschetzky [Druzecky, Druzechi, Drzecky], Georg",1745.0,1819.0,druzek,buda,"Druschetzky, Georg"
6965,"Drysdale, (George John) Learmont",1866.0,1909.0,edinburgh,edinburgh,"Drysdale, Learmont"
6967,"Dubois, Léon",1859.0,1935.0,bruxelles,boitsfort,"Dubois, Léon"
6971,"Dubois, Pierre-Max",1930.0,1995.0,graúlhet,rocquencourt,"Dubois, Pierre-Max"
6972,"Dubois, (François-Clément) Théodore",1837.0,1924.0,rosnay,paris,"Dubois, Théodore"
6979,"Dufresne, Alfred",1822.0,1863.0,,paris,"Dufresne, Alfred"
6983,"Dugazon [Gourgaud], (Alexandre-Louis-)Gustave",1782.0,1826.0,paris,paris,"Dugazon, Gustave"
6987,"Duggan, Joseph Francis",1817.0,1900.0,dublin,london,"Duggan, Joseph Francis"
6989,"Du Grain [du Grain, Dügren], Jean [Johann Jeremias]",,1756.0,,gdansk,"Du Grain, Jean"
6990,"Duhamel, Antoine",1925.0,1925.0,valmondois,valmondois,"Duhamel, Antoine"
6993,"Dukas, Paul (Abraham)",1865.0,1935.0,paris,paris,"Dukas, Paul"
6997,"Duke, John (Woods)",1899.0,1984.0,cumberland,northampton,"Duke, John"
7000,"Duke, Vernon [Dukelsky, Vladimir (Alexandrovich)]",1903.0,1969.0,parfianovka,santa,"Duke, Vernon"
7004,"Dumitrescu, Gheorghe",1914.0,1914.0,otesani,otesani,"Dumitrescu, Gheorghe"
7018,"Dumonchau, Charles-François",1775.0,1820.0,strasbourg,lyon,"Dumonchau, Charles-François"
7019,"Dunayevsky, Isaak (Iosifovich)",1900.0,1955.0,lokhvitsa,moskva,"Dunayevsky, Isaak"
7023,"Duncan, William Edmondstoune",1866.0,1920.0,sale,sale,"Duncan, William Edmondstoune"
7024,"Dunhill, Thomas (Frederick)",1877.0,1946.0,london,scunthorpe,"Dunhill, Thomas"
7027,"Duni, Antonio",1700.0,1766.0,matera,schwerin,"Duni, Antonio"
7030,"Duni [Duny], Egidio (Romualdo) [Egide (Romuald)])",1709.0,1775.0,matera,paris,"Duni, Egidio"
7070,"Duniecki, Stanislaw",1839.0,1870.0,lvov,venezia,"Duniecki, Stanislaw"
7081,"Duparc [Fouqyes Duparc], (Marie Eugène) Henri",1848.0,1933.0,paris,mont,"Duparc, Henri"
7082,"Dupin, Paul",1865.0,1949.0,roubaix,paris,"Dupin, Paul"
7083,Duplessis,,,,,Duplessis
7084,"Duplessis, Lenoir",1754.0,,paris,,"Duplessis, Lenoir"
7085,"Dupont, Gabriel Edouard Xavier",1878.0,1914.0,caen,vésinet,"Dupont, Gabriel Edouard Xavier"
7089,Duport,,,,,Duport
7090,"Duprato, Jules-Laurent",1827.0,1892.0,nîmes,paris,"Duprato, Jules-Laurent"
7091,"Duprez, Gilbert(-Louis)",1806.0,1896.0,paris,paris,"Duprez, Gilbert"
7099,"Dupuis, Albert",1877.0,1967.0,verviers,bruxelles,"Dupuis, Albert"
7114,"Dupuis, Sylvain",1856.0,1931.0,liège,bruges,"Dupuis, Sylvain"
7116,"Dupuy, Jean Baptiste Edouard",1770.0,1822.0,corcelles,stockholm,"Dupuy, Jean Baptiste Edouard"
7121,"Duquesnoy [Lanctin], Charles (François Honoré)",1759.0,1822.0,beuzet,bruxelles,"Duquesnoy, Charles"
7128,"Durán, José",,1791.0,,barcelona,"Durán, José"
7130,"Durand, Emile",1830.0,1903.0,st,neuilly,"Durand, Emile"
7131,"Durante, Francesco",1684.0,1755.0,frattamaggiore,napoli,"Durante, Francesco"
7135,"Durey, Louis (Edmond)",1888.0,1979.0,paris,st,"Durey, Louis"
7137,"Durkó, Zsolt",1934.0,1997.0,szeged,budapest,"Durkó, Zsolt"
7138,"Durón, Sebastian",1660.0,1716.0,brihuega,cambó,"Durón, Sebastian"
7145,"Dussek [Dusik] [Cormundi], Franz Benedikt [Frantisek Josef]",1766.0,1816.0,caslav,zaticina,"Dussek, Franz Benedikt"
7150,"Dussek [Dusik], Jan Ladislav [Johann Ladislaus; Ludwig]",1760.0,1812.0,caslav,st,"Dussek, Jan Ladislav"
7151,"Dutilleux, Henri",1916.0,1916.0,angers,angers,"Dutilleux, Henri"
7152,"Dutillieu [Dutilleu, Du Tilleul], Pierre",1754.0,1798.0,lyon,wien,"Dutillieu, Pierre"
7157,"Dütsch, Otto Johann Anton",1823.0,1863.0,københavn,frankfurt,"Dütsch, Otto Johann Anton"
7159,"Duvernoy, Victor-Alphonse",1842.0,1907.0,paris,paris,"Duvernoy, Victor-Alphonse"
7163,"Duyse, Flor [Florimond] van",1843.0,1843.0,ghent,ghent,"Duyse, Flor van"
7165,"Dvarionas, Balis",1904.0,1972.0,liepaja,vilnius,"Dvarionas, Balis"
7166,"Dvorácek, Jirí",1928.0,1928.0,vamberk,vamberk,"Dvorácek, Jirí"
7167,"Dvorák, Antonin (Leopold)",1841.0,1904.0,nelahozeves,praha,"Dvorák, Antonin"
7181,"Dzegelyonok, Alexander (Mikhaylovich)",1891.0,1969.0,moskva,moskva,"Dzegelyonok, Alexander"
7182,"Dzerzhinsky, Ivan (Ivanovich)",1909.0,1978.0,tambov,leningrad,"Dzerzhinsky, Ivan"
7193,"Easdale, Brian",1909.0,1995.0,manchester,,"Easdale, Brian"
7196,"Eastwood, Thomas Hugh",1922.0,1922.0,hawley,hawley,"Eastwood, Thomas Hugh"
7198,"Eaton, John (Charles)",1935.0,1935.0,bryn,bryn,"Eaton, John"
7206,"Ebell, Heinrich Carl",1775.0,1824.0,neuruppin,opole,"Ebell, Heinrich Carl"
7217,"Eberl, Anton (Franz Josef)",1765.0,1807.0,wien,wien,"Eberl, Anton"
7225,"Eberlin [Eberle], Johann Ernst",1702.0,1762.0,jettingen,salzburg,"Eberlin, Johann Ernst"
7228,"Ebers, Carl Friedrich",1770.0,1836.0,kassel,berlin,"Ebers, Carl Friedrich"
7229,"Eberwein, (Franz) Carl (Adalbert)",1786.0,1868.0,weimar,weimar,"Eberwein, Carl"
7232,"Eberwein, Traugott (Maximilian)",1775.0,1831.0,weimar,rudolstadt,"Eberwein, Traugott"
7234,"Eccles, John",1668.0,1735.0,london,hampton,"Eccles, John"
7246,"Eckert, Karl (Anton Florian)",1820.0,1879.0,potsdam,berlin,"Eckert, Karl"
7251,"Eckert, Rinde",1951.0,1951.0,mankato,mankato,"Eckert, Rinde"
7252,"Edelmann, Jean-Frédéric [Johann Friedrich]",1749.0,1794.0,strasbourg,paris,"Edelmann, Jean-Frédéric"
7255,"Eder, Helmut",1916.0,2005.0,linz,salzburg,"Eder, Helmut"
7262,"Edwards, Julian",1855.0,1910.0,manchester,yonkers,"Edwards, Julian"
7279,"Eeden, Jean-Baptiste van den",1842.0,1917.0,ghent,mons,"Eeden, Jean-Baptiste van den"
7281,"Effinger, Cecil",1914.0,1990.0,colorado,boulder,"Effinger, Cecil"
7283,"Eggen, Arne",1881.0,1955.0,trondheim,baerum,"Eggen, Arne"
7285,"Egk [Mayer], Werner",1901.0,1983.0,auchsesheim,inning,"Egk, Werner"
7295,"Ehrenberg, Carl (Emil Theodor)",1878.0,1962.0,dresden,münchen,"Ehrenberg, Carl"
7297,"Ehrlich, Abel",1915.0,1915.0,cranz,cranz,"Ehrlich, Abel"
7298,"Eichberg, Julius",1824.0,1893.0,düsseldorf,boston,"Eichberg, Julius"
7302,"Eichborn, Hermann",1847.0,1918.0,wroclaw,gries,"Eichborn, Hermann"
7303,"Einem, Gottfried von",1918.0,1996.0,berne,oberdürnbach,"Einem, Gottfried von"
7311,"Eisler, Hanns [Johannes]",1898.0,1962.0,leipzig,berlin,"Eisler, Hanns"
7312,"Eisler, Paul",1875.0,1951.0,wien,new,"Eisler, Paul"
7316,"Eklund, Hans",1927.0,1927.0,sandviken,sandviken,"Eklund, Hans"
7317,"El-Dabh, Halim (Abdul Messieh)",1921.0,1921.0,cairo,cairo,"El-Dabh, Halim"
7325,"Eler, André-Frédéric",1764.0,1821.0,alsace,paris,"Eler, André-Frédéric"
7330,"Elgar,",,,sir,sir,"Elgar,"
7331,"Eliasson, Anders",1947.0,1947.0,borlänge,borlänge,"Eliasson, Anders"
7332,"Elizalde, Fred [Federico]",1908.0,1908.0,manila,manila,"Elizalde, Fred"
7333,"Elkus, Jonathan (Britton)",1931.0,1931.0,san,san,"Elkus, Jonathan"
7337,"Ellberg, Ernst (Henrik)",1868.0,1948.0,söderhamn,stockholm,"Ellberg, Ernst"
7339,"Ellerton, John Lodge",1801.0,1873.0,cheshire,london,"Ellerton, John Lodge"
7342,"Elling, Catharinus",1858.0,1942.0,christiania,oslo,"Elling, Catharinus"
7343,"Ellington, [Edward Kennedy]",,,,,"Ellington,"
7344,"Elmore, Robert Hall",1913.0,1985.0,ramapatnam,ardmore,"Elmore, Robert Hall"
7345,"Elsner, Józef Antoni Franciszek [Joseph Anton Franciskus, Józef Ksawery, Joseph Xaver]",1769.0,1854.0,grodków,warszawa,"Elsner, Józef Antoni Franciszek"
7364,"Elston, Arnold",1907.0,1971.0,new,wien,"Elston, Arnold"
7366,"Elwart, Antoine(-Aimable [Amable])-Élie",1808.0,1877.0,paris,paris,"Elwart, Antoine-Élie"
7369,"Emmanuel, (Marie François) Maurice",1862.0,1938.0,bar,paris,"Emmanuel, Maurice"
7372,"Emmert, Adam Joseph",1765.0,1812.0,würzburg,wien,"Emmert, Adam Joseph"
7375,"Emmert, Johann Joseph",1732.0,1809.0,kitzingen,würzburg,"Emmert, Johann Joseph"
7381,"Enckhausen, Heinrich Friedrich",1799.0,1885.0,celle,hannover,"Enckhausen, Heinrich Friedrich"
7382,"Enescu [Enesco], George[s]",1881.0,1955.0,liveni,paris,"Enescu, George"
7383,"Engel, David Hermann",1816.0,1877.0,neuruppin,merseburg,"Engel, David Hermann"
7384,"Engel, Joel",1868.0,1927.0,berdiansk,tel,"Engel, Joel"
7385,"Engel, (A.) Lehman",1910.0,1910.0,jackson,jackson,"Engel, Lehman"
7389,"Engelmann, Hans Ulrich",1921.0,1921.0,darmstadt,darmstadt,"Engelmann, Hans Ulrich"
7395,"Enna, August (Emil)",1859.0,1939.0,nakskov,køben,"Enna, August"
7410,"Erb, Marie Joseph",1858.0,1944.0,strasbourg,andlau,"Erb, Marie Joseph"
7419,"Erba, Dionigi",,,,,"Erba, Dionigi"
7421,"Erbse, Heimo",1924.0,1924.0,rudolstadt,rudolstadt,"Erbse, Heimo"
7423,"Erkel, Elek",1843.0,1843.0,pest,pest,"Erkel, Elek"
7425,"Erkel, Ferenc [Franz]",1810.0,1893.0,gyula,budapest,"Erkel, Ferenc"
7434,"Erkel, Gyula",1842.0,1842.0,pest,pest,"Erkel, Gyula"
7439,"Erkel, László",1844.0,1844.0,pest,pest,"Erkel, László"
7440,"Erkel, Sándor",1846.0,1846.0,pest,pest,"Erkel, Sándor"
7444,"Erlanger, Camille",1863.0,1919.0,paris,paris,"Erlanger, Camille"
7453,"Erlanger,",,,baron,baron,"Erlanger,"
7457,"Erlebach, Philipp Heinrich",1657.0,1714.0,esens,rudolstat,"Erlebach, Philipp Heinrich"
7461,"Ermatinger, Erhart",1900.0,1966.0,winterthur,arnhem,"Ermatinger, Erhart"
7462,"Ernesaks, Gustav (Gustavovich)",1908.0,1993.0,chariu,tallinn,"Ernesaks, Gustav"
7468,"Errichelli [Erichelli, Enrichelli], Pasquale",1730.0,1775.0,napoli,,"Errichelli, Pasquale"
7474,"Escobar, Luis Antonio",1925.0,1925.0,villapinzón,villapinzón,"Escobar, Luis Antonio"
7476,"Eshpay {Eshpai], Andrey Yakovlevich",1925.0,1925.0,koz,koz,"Eshpay {Eshpai, Andrey Yakovlevich"
7477,"Eslava (y Elizondo), (Miguel) Hilarión",1807.0,1878.0,burlada,madrid,"Eslava, Hilarión"
7480,"Esplá (y Triay), Oscar",1886.0,1976.0,alicante,madrid,"Esplá, Oscar"
7487,"Esposito, Michele",1855.0,1929.0,castellammare,firenze,"Esposito, Michele"
7488,"Esser, Heinrich",1818.0,1872.0,mannheim,salzburg,"Esser, Heinrich"
7491,"Esser, (?Karl) Michael (Nikolaus?)",1737.0,1795.0,ritter,,"Esser, Michael"
7492,"Estella, José (Atanacio)",1870.0,1870.0,manila,manila,"Estella, José"
7496,"Esteve [Estebe] y Grimau, Pablo",1630.0,1794.0,barcelona,madrid,"Esteve y Grimau, Pablo"
7500,"Estrada, Carlos",1909.0,1970.0,montevideo,montevideo,"Estrada, Carlos"
7502,"Estrada, Garcia Juan Agustín",1895.0,1961.0,buenos,buenos,"Estrada, Garcia Juan Agustín"
7503,"Ettinger, Max (Markus Wolf)",1874.0,1951.0,lvov,basle,"Ettinger, Max"
7509,"Eule, Carl Diedrich",1776.0,1827.0,,hamburg,"Eule, Carl Diedrich"
7517,"Eybler, Joseph Leopold",1765.0,1846.0,edler,schönbrunn,"Eybler, Joseph Leopold"
7518,"Eymieu, Henry",1860.0,1931.0,saillans,paris,"Eymieu, Henry"
7519,"Eyser, Eberhard",1932.0,1932.0,kwidzyn,kwidzyn,"Eyser, Eberhard"
7524,"Eysler [Eisler], Edmund",1874.0,1949.0,wien,wien,"Eysler, Edmund"
7543,"Fabbrinni [Fabrini], Giuseppe",,1708.0,siena,siena,"Fabbrinni, Giuseppe"
7551,"Fabrizi, Vincenzo",1764.0,1812.0,napoli,,"Fabrizi, Vincenzo"
7566,"Faccio, Franco [Francesco] (Antonio)",1840.0,1891.0,verona,monza,"Faccio, Franco"
7568,"Facco, Giacomo [Jaime, Jayme]",1680.0,1753.0,venezia,madrid,"Facco, Giacomo"
7570,"Fago, (Francesco) Nicola",,,,,"Fago, Nicola"
7575,"Fago [Tarantino, Tarantini], Pasquale",1740.0,1794.0,napoli,,"Fago, Pasquale"
7578,"Fairlamb, James Remington",1838.0,1908.0,philadelphia,ingleside,"Fairlamb, James Remington"
7582,"Falabella (Correa), Roberto",1926.0,1958.0,santiago,santiago,"Falabella, Roberto"
7585,"Falchi, Stanislao",1851.0,1922.0,terni,roma,"Falchi, Stanislao"
7588,"Falco [Farco], Michele [de, di]",1688.0,1732.0,napoli,,"Falco, Michele"
7595,"Falik, Yuri",1936.0,1936.0,odessa,odessa,"Falik, Yuri"
7596,"Fall, Leo(pold)",1873.0,1925.0,olomouc,wien,"Fall, Leo"
7621,"Falla (y Matheu), Manuel (Maria) de",1876.0,1946.0,cádiz,alta,"Falla, Manuel de"
7633,"Famintsïn, Alexander (Sergeyevich)",1841.0,1896.0,kaluga,ligovo,"Famintsïn, Alexander"
7635,"Fanciulli, Francesco",1850.0,1915.0,porto,new,"Fanciulli, Francesco"
7637,"Faning, Eaton",1850.0,1927.0,helston,brighton,"Faning, Eaton"
7639,"Fano, (Aronne) Guido Alberto",1875.0,1961.0,padova,tauriano,"Fano, Guido Alberto"
7641,"Farberman, Harold",1929.0,1929.0,new,new,"Farberman, Harold"
7643,"Farinelli [Finco], Giuseppe (Francesco)",1769.0,1836.0,este,trieste,"Farinelli, Giuseppe"
7651,"Farjeon, Harry",1878.0,1948.0,hohokus,london,"Farjeon, Harry"
7654,"Farkas, Ferenc",1905.0,2000.0,nagykanizsa,budapest,"Farkas, Ferenc"
7666,"Farkas, Ödön [Edmund]",1851.0,1912.0,puszta,cluj,"Farkas, Ödön"
7674,"Farmer, Henry George",1882.0,1965.0,birr,law,"Farmer, Henry George"
7677,"Farmer, John",1836.0,1901.0,nottingham,oxford,"Farmer, John"
7679,"Farquhar, David (Andross)",1928.0,2007.0,cambridge,wellington,"Farquhar, David"
7681,"Farwell, Arthur (George)",1877.0,1952.0,st,new,"Farwell, Arthur"
7684,"Fasch, Johann Friedrich",1688.0,1758.0,buttelstädt,zerbst,"Fasch, Johann Friedrich"
7688,"Fasoli, Francesco",,1712.0,zelo,torino,"Fasoli, Francesco"
7689,"Fauchey, Paul",1858.0,1936.0,paris,paris,"Fauchey, Paul"
7691,"Fauré, Gabriel(-Urbain)",1845.0,1924.0,pamier,paris,"Fauré, Gabriel"
7695,"Fedeli, Carlo",1622.0,1685.0,venezia,venezia,"Fedeli, Carlo"
7697,"Fedeli [Saggione], Giuseppe [Joseph]",,,,,"Fedeli, Giuseppe"
7698,"Fedeli, Ruggiero",1655.0,1722.0,venezia,kassel,"Fedeli, Ruggiero"
7699,"Fedeli, Vito",1866.0,1933.0,fogligno,novara,"Fedeli, Vito"
7701,"Federici, Vincenzo",1764.0,1826.0,pesaro,milano,"Federici, Vincenzo"
7710,"Felciano, Richard (James)",1930.0,1930.0,santa,santa,"Felciano, Richard"
7711,"Feld, Jindrich",1925.0,1925.0,praha,praha,"Feld, Jindrich"
7713,"Feldbusch, Eric",1922.0,1922.0,grivegnée,grivegnée,"Feldbusch, Eric"
7714,"Felderhof, Jan (Reindert Adriaan)",1907.0,1907.0,bussum,bussum,"Felderhof, Jan"
7715,"Feldman, Morton",1926.0,1987.0,new,buffalo,"Feldman, Morton"
7716,"Felici, Alessandro",1742.0,1772.0,firenze,firenze,"Felici, Alessandro"
7723,"Felix, Hugo",1866.0,1934.0,wien,los,"Felix, Hugo"
7728,"Felix, Václav",1928.0,1928.0,praha,praha,"Felix, Václav"
7731,"Fenaroli, Fedele",1730.0,1818.0,lanciano,napoli,"Fenaroli, Fedele"
7733,"Feo, Francesco",1691.0,1761.0,napoli,napoli,"Feo, Francesco"
7752,"Fere, Vladimir",1902.0,1971.0,kamyshin,moskva,"Fere, Vladimir"
7762,"Ferenczy, Oto",1921.0,1921.0,brezovica,brezovica,"Ferenczy, Oto"
7763,"Fernández Caballero, Manuel",1835.0,1906.0,murcia,madrid,"Fernández Caballero, Manuel"
7769,"Fernström, John (Axel)",1897.0,1961.0,ichang,lund,"Fernström, John"
7772,"Ferradini [Feradini, Ferrandini], Antonio",1718.0,1779.0,napoli,praha,"Ferradini, Antonio"
7782,"Ferrandini [Ferandini], Giovanni Battista [Johann Baptist, Zanetto]",1710.0,1791.0,venezia,münchen,"Ferrandini, Giovanni Battista"
7796,"Ferrari, Benedetto",,,,,"Ferrari, Benedetto"
7806,"Ferrari, Carlotta",1837.0,1907.0,lodi,bologna,"Ferrari, Carlotta"
7810,"Ferrari, Francesco",,,cremona,fano,"Ferrari, Francesco"
7812,"Ferrari, Gabrielle",1851.0,1921.0,paris,paris,"Ferrari, Gabrielle"
7816,"Ferrari, Giacomo (Gotifredo) [Gotifredo Jacopo]",1763.0,1842.0,rovereto,london,"Ferrari, Giacomo"
7822,"Ferrari-Trecate, Luigi",1884.0,1964.0,alessandria,roma,"Ferrari-Trecate, Luigi"
7834,"Ferreira, Manuel",,1797.0,madrid,madrid,"Ferreira, Manuel"
7835,"Ferreira Veiga, José Augusto da,",1838.0,1903.0,visconde,san,"Ferreira Veiga, José Augusto da,"
7839,"Ferrero, Lorenzo",1951.0,1951.0,torino,torino,"Ferrero, Lorenzo"
7842,"Ferris, William",1937.0,2000.0,chicago,chicago,"Ferris, William"
7844,"Ferroni, Vincenzo (Emidio Carmine)",1858.0,1858.0,tramutola,tramutola,"Ferroni, Vincenzo"
7847,"Ferroud, Pierre-Octave",1900.0,1936.0,chasselay,debrecen,"Ferroud, Pierre-Octave"
7848,"Fesca, Alexander (Ernst)",1820.0,1849.0,karlsruhe,braunschweig,"Fesca, Alexander"
